No_Die,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Lot_Num,Wafer_Num,Datetime
NOLSM32517775,3,Etching,301.0,1402.0,3646.0,5730.0,72.673,51.232,0.897,28,48,2025-02-22
NOLSM32517776,1,Etching,269.0,1481.0,3648.0,5710.0,72.921,51.042,1.042,28,49,2025-02-22
NOLSM32517777,2,Etching,289.0,1391.0,3655.0,5722.0,71.477,50.411,0.814,28,50,2025-02-22
NOLSM32517778,3,Etching,250.0,1384.0,3655.0,5730.0,72.214,51.03,1.035,28,51,2025-02-22
NOLSM32517779,1,Etching,238.0,1496.0,3643.0,5749.0,73.038,51.405,1.226,28,52,2025-02-22
NOLSM32517780,2,Etching,270.0,1462.0,3659.0,5712.0,72.154,50.673,0.954,28,53,2025-02-22
NOLSM32517781,3,Etching,320.0,1419.0,3668.0,5731.0,72.276,50.97,1.016,28,54,2025-02-22
NOLSM32517782,2,Etching,362.0,1531.0,3690.0,5718.0,70.783,51.629,1.107,8,1,2025-02-22
NOLSM32517783,1,Etching,363.0,1373.0,3644.0,5726.0,70.476,51.816,0.945,8,2,2025-02-22
NOLSM32517784,1,Etching,430.0,1429.0,3642.0,5713.0,71.7,51.109,0.857,8,3,2025-02-22
NOLSM32517785,2,Etching,208.0,1474.0,3667.0,5717.0,72.614,52.027,0.82,8,4,2025-02-22
NOLSM32517786,3,Etching,213.0,1549.0,3662.0,5712.0,72.431,50.935,1.098,8,5,2025-02-22
NOLSM32517787,3,Etching,447.0,1510.0,3656.0,5714.0,70.531,51.882,0.945,8,6,2025-02-22
NOLSM32517788,2,Etching,457.0,1432.0,3654.0,5693.0,72.835,51.906,1.159,8,7,2025-02-22
NOLSM32517789,1,Etching,509.0,1345.0,3636.0,5698.0,70.161,51.088,0.876,8,8,2025-02-22
NOLSM32517790,1,Etching,462.0,1471.0,3633.0,5707.0,72.103,50.871,1.357,8,9,2025-02-22
NOLSM32517791,2,Etching,315.0,1381.0,3657.0,5722.0,71.474,50.795,0.977,8,10,2025-02-22
NOLSM32517792,3,Etching,343.0,1564.0,3654.0,5704.0,71.308,51.194,1.06,8,11,2025-02-22
NOLSM32517793,3,Etching,369.0,1601.0,3646.0,5699.0,71.546,51.096,0.878,8,12,2025-02-22
NOLSM32517794,2,Etching,418.0,1431.0,3662.0,5695.0,70.425,51.299,1.119,8,13,2025-02-22
NOLSM32517795,1,Etching,401.0,1451.0,3671.0,5703.0,71.162,52.509,1.019,8,14,2025-02-22
NOLSM32517796,1,Etching,314.0,1518.0,3653.0,5736.0,71.072,51.223,0.972,8,15,2025-02-22
NOLSM32517797,3,Etching,331.0,1359.0,3684.0,5735.0,70.651,50.623,0.958,8,16,2025-02-22
NOLSM32517798,3,Etching,264.0,1443.0,3702.0,5728.0,71.718,51.251,0.963,8,17,2025-02-22
NOLSM32517799,2,Etching,287.0,1445.0,3660.0,5724.0,69.149,51.485,0.694,8,18,2025-02-22
NOLSM32517800,1,Etching,361.0,1455.0,3656.0,5714.0,70.902,51.145,1.14,8,19,2025-02-22
NOLSM32517801,1,Etching,452.0,1522.0,3640.0,5730.0,71.393,51.246,1.171,8,20,2025-02-22
NOLSM32517802,3,Etching,343.0,1380.0,3668.0,5694.0,71.164,50.165,1.14,8,21,2025-02-22
NOLSM32517803,3,Etching,468.0,1536.0,3693.0,5700.0,71.991,50.538,0.793,8,22,2025-02-22
NOLSM32517804,2,Etching,-49.0,1435.0,3665.0,5738.0,69.827,50.565,1.054,8,23,2025-02-22
NOLSM32517805,1,Etching,351.0,1415.0,3636.0,5707.0,70.278,51.638,0.887,8,24,2025-02-22
NOLSM32517806,1,Etching,378.0,1382.0,3643.0,5715.0,70.554,51.929,1.25,8,25,2025-02-22
NOLSM32517807,2,Etching,364.0,1526.0,3644.0,5720.0,70.511,51.63,1.136,8,26,2025-02-22
NOLSM32517808,3,Etching,241.0,1443.0,3641.0,5728.0,71.662,52.142,1.023,8,27,2025-02-22
NOLSM32517809,2,Etching,234.0,1398.0,3656.0,5745.0,72.291,51.38,0.984,28,1,2025-02-22
NOLSM32517810,3,Etching,209.0,1439.0,3651.0,5698.0,72.453,51.775,1.018,28,2,2025-02-22
NOLSM32517811,3,Etching,269.0,1437.0,3651.0,5702.0,71.99,51.369,1.025,28,3,2025-02-22
NOLSM32517812,2,Etching,261.0,1617.0,3661.0,5731.0,72.445,51.272,0.929,28,4,2025-02-22
NOLSM32517813,1,Etching,312.0,1563.0,3657.0,5708.0,71.902,51.421,1.197,28,5,2025-02-22
NOLSM32517814,1,Etching,265.0,1320.0,3655.0,5694.0,71.98,51.446,0.792,28,6,2025-02-22
NOLSM32517815,2,Etching,210.0,1476.0,3655.0,5716.0,71.877,51.694,1.035,28,7,2025-02-22
NOLSM32517816,3,Etching,202.0,1433.0,3649.0,5727.0,71.55,51.651,1.133,28,8,2025-02-22
NOLSM32517817,3,Etching,317.0,1494.0,3670.0,5722.0,72.682,52.007,1.027,28,9,2025-02-22
NOLSM32517818,2,Etching,162.0,1447.0,3652.0,5717.0,72.057,51.756,1.157,28,10,2025-02-22
NOLSM32517819,1,Etching,150.0,1333.0,3648.0,5711.0,71.927,51.634,0.91,28,11,2025-02-22
NOLSM32517820,1,Etching,249.0,1530.0,3662.0,5737.0,72.81,51.501,1.112,28,12,2025-02-22
NOLSM32517821,2,Etching,237.0,1488.0,3664.0,5739.0,72.692,51.434,1.021,28,13,2025-02-22
NOLSM32517822,3,Etching,257.0,1423.0,3656.0,5724.0,72.243,51.494,1.06,28,14,2025-02-22
NOLSM32517823,3,Etching,285.0,1391.0,3669.0,5713.0,72.682,51.328,0.965,28,15,2025-02-22
NOLSM32517824,2,Etching,307.0,1533.0,3668.0,5706.0,72.673,51.195,1.1,28,16,2025-02-22
NOLSM32517825,1,Etching,319.0,1343.0,3658.0,5712.0,71.241,51.082,0.983,28,17,2025-02-22
NOLSM32517826,1,Etching,169.0,1465.0,3668.0,5731.0,72.672,51.162,0.866,28,18,2025-02-22
NOLSM32517827,2,Etching,269.0,1475.0,3656.0,5730.0,71.855,51.097,1.036,28,19,2025-02-22
NOLSM32517828,3,Etching,233.0,1363.0,3664.0,5709.0,72.23,51.194,0.94,28,20,2025-02-22
NOLSM32517829,3,Etching,301.0,1359.0,3668.0,5730.0,72.823,51.382,1.078,28,21,2025-02-22
NOLSM32517830,2,Etching,269.0,1481.0,3669.0,5710.0,72.948,50.987,0.899,28,22,2025-02-22
NOLSM32517831,1,Etching,289.0,1391.0,3654.0,5722.0,71.35,50.414,1.038,28,23,2025-02-22
NOLSM32517832,1,Etching,250.0,1384.0,3658.0,5730.0,72.33,50.726,1.003,28,24,2025-02-22
NOLSM32517833,2,Etching,238.0,1496.0,3672.0,5749.0,72.869,51.366,0.696,28,25,2025-02-22
NOLSM32517834,3,Etching,270.0,1462.0,3659.0,5712.0,71.997,51.229,1.016,28,26,2025-02-22
NOLSM32517835,2,Etching,320.0,1419.0,3668.0,5731.0,72.192,50.956,0.908,28,27,2025-02-22
NOLSM32517836,1,Etching,466.0,1635.0,3636.0,5724.0,71.46,51.344,0.826,9,28,2025-03-02
NOLSM32517837,2,Etching,247.0,1628.0,3644.0,5707.0,72.783,51.996,1.146,9,29,2025-03-02
NOLSM32517838,3,Etching,400.0,1393.0,3703.0,5717.0,71.797,51.213,1.045,9,30,2025-03-02
NOLSM32517839,1,Etching,465.0,1526.0,3661.0,5701.0,71.032,51.644,1.082,9,31,2025-03-02
NOLSM32517840,2,Etching,485.0,1574.0,3659.0,5693.0,72.533,51.431,0.988,9,32,2025-03-02
NOLSM32517841,3,Etching,489.0,1654.0,3659.0,5724.0,70.135,51.835,0.956,9,33,2025-03-02
NOLSM32517842,1,Etching,368.0,1464.0,3655.0,5731.0,71.582,51.224,1.115,9,34,2025-03-02
NOLSM32517843,2,Etching,251.0,1521.0,3645.0,5725.0,71.944,51.603,1.179,9,35,2025-03-02
NOLSM32517844,3,Etching,413.0,1705.0,3638.0,5709.0,71.224,50.612,1.117,9,36,2025-03-02
NOLSM32517845,1,Etching,318.0,1457.0,3663.0,5724.0,69.777,51.999,0.983,9,37,2025-03-02
NOLSM32517846,2,Etching,150.0,1439.0,3671.0,5704.0,69.229,53.239,0.986,9,38,2025-03-02
NOLSM32517847,3,Etching,566.0,1479.0,3674.0,5746.0,71.262,50.698,1.222,9,39,2025-03-02
NOLSM32517848,1,Etching,341.0,1580.0,3650.0,5723.0,72.296,51.895,1.185,9,40,2025-03-02
NOLSM32517849,2,Etching,287.0,1545.0,3671.0,5701.0,71.71,50.878,0.885,9,41,2025-03-02
NOLSM32517850,3,Etching,434.0,1533.0,3643.0,5692.0,71.962,50.954,1.009,9,42,2025-03-02
NOLSM32517851,1,Etching,223.0,1520.0,3677.0,5715.0,71.071,51.013,1.125,9,43,2025-03-02
NOLSM32517852,2,Etching,454.0,1353.0,3673.0,5704.0,70.526,50.999,1.146,9,44,2025-03-02
NOLSM32517853,3,Etching,436.0,1597.0,3627.0,5698.0,70.399,51.861,0.984,9,45,2025-03-02
NOLSM32517854,1,Etching,210.0,1399.0,3653.0,5718.0,71.796,51.449,1.052,9,46,2025-03-02
NOLSM32517855,2,Etching,379.0,1475.0,3652.0,5710.0,72.248,51.442,1.081,9,47,2025-03-02
NOLSM32517856,3,Etching,148.0,1454.0,3723.0,5719.0,71.111,50.849,1.015,9,48,2025-03-02
NOLSM32517857,1,Etching,385.0,1517.0,3681.0,5693.0,69.622,51.562,1.235,9,49,2025-03-02
NOLSM32517858,2,Etching,330.0,1460.0,3659.0,5729.0,71.563,50.265,0.939,9,50,2025-03-02
NOLSM32517859,3,Etching,226.0,1496.0,3633.0,5699.0,69.747,50.837,1.029,9,51,2025-03-02
NOLSM32517860,1,Etching,181.0,1584.0,3656.0,5706.0,70.323,52.301,0.932,9,52,2025-03-02
NOLSM32517861,2,Etching,301.0,1429.0,3672.0,5694.0,70.714,51.318,0.974,9,53,2025-03-02
NOLSM32517862,3,Etching,496.0,1385.0,3691.0,5721.0,69.101,52.185,1.04,9,54,2025-03-02
NOLSM32517863,1,Etching,309.0,1424.0,3665.0,5722.0,71.778,50.482,0.928,29,28,2025-03-02
NOLSM32517864,2,Etching,316.0,1472.0,3663.0,5701.0,72.112,50.854,1.009,29,29,2025-03-02
NOLSM32517865,3,Etching,308.0,1464.0,3666.0,5711.0,72.265,50.886,1.066,29,30,2025-03-02
NOLSM32517866,1,Etching,317.0,1441.0,3663.0,5733.0,71.2,50.757,1.15,29,31,2025-03-02
NOLSM32517867,2,Etching,523.0,1614.0,3682.0,5729.0,71.767,50.684,1.055,29,32,2025-03-02
NOLSM32517868,3,Etching,105.0,1278.0,3609.0,5691.0,68.527,50.28,0.94,29,33,2025-03-02
NOLSM32517869,1,Etching,111.0,1284.0,3613.0,5679.0,69.113,50.386,1.028,29,34,2025-03-02
NOLSM32517870,2,Etching,147.0,1409.0,3632.0,5696.0,71.014,50.53,0.943,29,35,2025-03-02
NOLSM32517871,3,Etching,159.0,1328.0,3632.0,5686.0,70.869,50.424,1.168,29,36,2025-03-02
NOLSM32517872,1,Etching,165.0,1380.0,3649.0,5739.0,72.328,50.121,0.953,29,37,2025-03-02
NOLSM32517873,2,Etching,106.0,1381.0,3644.0,5724.0,72.068,50.001,1.059,29,38,2025-03-02
NOLSM32517874,3,Etching,187.0,1296.0,3633.0,5726.0,70.973,49.938,1.145,29,39,2025-03-02
NOLSM32517875,1,Etching,128.0,1345.0,3639.0,5700.0,71.486,50.265,0.979,29,40,2025-03-02
NOLSM32517876,2,Etching,180.0,1376.0,3644.0,5688.0,70.969,50.109,0.964,29,41,2025-03-02
NOLSM32517877,3,Etching,211.0,1385.0,3643.0,5689.0,71.603,50.404,0.987,29,42,2025-03-02
NOLSM32517878,1,Etching,190.0,1482.0,3647.0,5711.0,71.743,50.645,1.02,29,43,2025-03-02
NOLSM32517879,2,Etching,175.0,1384.0,3644.0,5730.0,71.259,50.286,0.981,29,44,2025-03-02
NOLSM32517880,3,Etching,202.0,1473.0,3647.0,5737.0,71.361,50.857,1.12,29,45,2025-03-02
NOLSM32517881,1,Etching,313.0,1371.0,3648.0,5740.0,72.272,50.931,0.94,29,46,2025-03-02
NOLSM32517882,2,Etching,224.0,1272.0,3639.0,5714.0,71.561,50.967,0.917,29,47,2025-03-02
NOLSM32517883,3,Etching,333.0,1408.0,3641.0,5727.0,71.397,50.831,1.013,29,48,2025-03-02
NOLSM32517884,1,Etching,269.0,1361.0,3643.0,5721.0,71.394,50.892,1.081,29,49,2025-03-02
NOLSM32517885,2,Etching,216.0,1360.0,3645.0,5731.0,71.52,50.953,1.141,29,50,2025-03-02
NOLSM32517886,3,Etching,236.0,1521.0,3658.0,5698.0,71.438,50.693,0.991,29,51,2025-03-02
NOLSM32517887,1,Etching,151.0,1465.0,3645.0,5695.0,72.547,50.418,0.855,29,52,2025-03-02
NOLSM32517888,2,Etching,207.0,1471.0,3656.0,5696.0,72.042,50.574,1.234,29,53,2025-03-02
NOLSM32517889,3,Etching,212.0,1596.0,3646.0,5713.0,71.269,50.03,1.201,29,54,2025-03-02
NOLSM32517890,3,Etching,466.0,1635.0,3636.0,5724.0,71.225,51.317,1.097,9,1,2025-03-02
NOLSM32517891,2,Etching,247.0,1628.0,3644.0,5707.0,72.556,51.946,1.04,9,2,2025-03-02
NOLSM32517892,1,Etching,400.0,1393.0,3703.0,5717.0,71.808,51.15,1.124,9,3,2025-03-02
NOLSM32517893,1,Etching,465.0,1526.0,3661.0,5701.0,70.904,51.6,0.912,9,4,2025-03-02
NOLSM32517894,2,Etching,485.0,1574.0,3659.0,5693.0,72.436,51.567,0.934,9,5,2025-03-02
NOLSM32517895,3,Etching,489.0,1654.0,3659.0,5724.0,70.102,51.744,1.075,9,6,2025-03-02
NOLSM32517896,3,Etching,368.0,1464.0,3655.0,5731.0,71.404,50.966,1.172,9,7,2025-03-02
NOLSM32517897,1,Etching,251.0,1521.0,3645.0,5725.0,71.989,51.558,1.049,9,8,2025-03-02
NOLSM32517898,1,Etching,413.0,1705.0,3638.0,5709.0,71.541,51.304,0.903,9,9,2025-03-02
NOLSM32517899,2,Etching,318.0,1457.0,3663.0,5724.0,69.839,51.499,0.889,9,10,2025-03-02
NOLSM32517900,3,Etching,150.0,1439.0,3671.0,5704.0,69.252,50.922,1.148,9,11,2025-03-02
NOLSM32517901,3,Etching,566.0,1479.0,3674.0,5746.0,71.412,50.601,0.996,9,12,2025-03-02
NOLSM32517902,2,Etching,341.0,1580.0,3650.0,5723.0,72.233,50.871,0.956,9,13,2025-03-02
NOLSM32517903,1,Etching,287.0,1545.0,3671.0,5701.0,71.535,50.571,0.964,9,14,2025-03-02
NOLSM32517904,1,Etching,434.0,1533.0,3643.0,5692.0,71.948,51.398,1.184,9,15,2025-03-02
NOLSM32517905,2,Etching,223.0,1520.0,3677.0,5715.0,71.007,51.418,1.1,9,16,2025-03-02
NOLSM32517906,3,Etching,454.0,1353.0,3673.0,5704.0,70.505,50.898,1.001,9,17,2025-03-02
NOLSM32517907,3,Etching,436.0,1597.0,3627.0,5698.0,70.375,50.613,0.898,9,18,2025-03-02
NOLSM32517908,2,Etching,210.0,1399.0,3653.0,5718.0,71.77,49.34,1.069,9,19,2025-03-02
NOLSM32517909,1,Etching,379.0,1475.0,3652.0,5710.0,72.331,51.048,1.002,9,20,2025-03-02
NOLSM32517910,1,Etching,148.0,1454.0,3723.0,5719.0,71.258,51.014,0.901,9,21,2025-03-02
NOLSM32517911,2,Etching,385.0,1517.0,3681.0,5693.0,69.586,51.525,1.135,9,22,2025-03-02
NOLSM32517912,3,Etching,330.0,1460.0,3659.0,5729.0,71.563,50.166,1.162,9,23,2025-03-02
NOLSM32517913,2,Etching,226.0,1496.0,3633.0,5699.0,69.929,50.726,0.867,9,24,2025-03-02
NOLSM32517914,1,Etching,181.0,1584.0,3656.0,5706.0,70.396,52.423,1.036,9,25,2025-03-02
NOLSM32517915,1,Etching,301.0,1429.0,3672.0,5694.0,70.564,51.504,1.009,9,26,2025-03-02
NOLSM32517916,2,Etching,496.0,1385.0,3691.0,5721.0,68.974,52.072,1.083,9,27,2025-03-02
NOLSM32517917,1,Etching,309.0,1424.0,3665.0,5722.0,71.714,50.49,1.084,29,1,2025-03-02
NOLSM32517918,1,Etching,316.0,1472.0,3663.0,5701.0,72.118,50.861,1.228,29,2,2025-03-02
NOLSM32517919,2,Etching,308.0,1464.0,3666.0,5711.0,72.437,50.793,1.074,29,3,2025-03-02
NOLSM32517920,3,Etching,317.0,1441.0,3663.0,5733.0,71.029,50.862,1.141,29,4,2025-03-02
NOLSM32517921,3,Etching,523.0,1614.0,3682.0,5729.0,71.735,50.817,0.823,29,5,2025-03-02
NOLSM32517922,2,Etching,105.0,1278.0,3609.0,5691.0,68.756,50.22,1.052,29,6,2025-03-02
NOLSM32517923,1,Etching,111.0,1284.0,3613.0,5679.0,69.246,50.344,0.795,29,7,2025-03-02
NOLSM32517924,1,Etching,147.0,1409.0,3632.0,5696.0,71.17,50.672,1.169,29,8,2025-03-02
NOLSM32517925,2,Etching,159.0,1328.0,3632.0,5686.0,70.955,50.387,0.973,29,9,2025-03-02
NOLSM32517926,3,Etching,165.0,1380.0,3649.0,5739.0,72.25,49.941,1.082,29,10,2025-03-02
NOLSM32517927,3,Etching,106.0,1381.0,3644.0,5724.0,71.876,49.641,1.035,29,11,2025-03-02
NOLSM32517928,2,Etching,187.0,1296.0,3633.0,5726.0,70.823,49.881,0.958,29,12,2025-03-02
NOLSM32517929,1,Etching,128.0,1345.0,3639.0,5700.0,71.424,50.259,0.943,29,13,2025-03-02
NOLSM32517930,1,Etching,180.0,1376.0,3644.0,5688.0,71.177,49.978,1.108,29,14,2025-03-02
NOLSM32517931,2,Etching,211.0,1385.0,3643.0,5689.0,71.61,50.365,1.057,29,15,2025-03-02
NOLSM32517932,3,Etching,190.0,1482.0,3647.0,5711.0,71.639,50.85,1.246,29,16,2025-03-02
NOLSM32517933,2,Etching,214.0,1384.0,3644.0,5730.0,71.36,50.365,0.923,29,17,2025-03-02
NOLSM32517934,1,Etching,174.0,1473.0,3647.0,5737.0,71.407,51.015,0.884,29,18,2025-03-02
NOLSM32517935,1,Etching,178.0,1371.0,3648.0,5740.0,72.078,50.84,0.938,29,19,2025-03-02
NOLSM32517936,2,Etching,183.0,1272.0,3639.0,5714.0,71.542,51.072,1.016,29,20,2025-03-02
NOLSM32517937,3,Etching,141.0,1408.0,3641.0,5727.0,71.437,50.801,0.93,29,21,2025-03-02
NOLSM32517938,3,Etching,176.0,1361.0,3643.0,5721.0,71.658,50.884,0.91,29,22,2025-03-02
NOLSM32517939,1,Etching,223.0,1360.0,3645.0,5731.0,71.401,50.669,1.08,29,23,2025-03-02
NOLSM32517940,1,Etching,108.0,1521.0,3639.0,5698.0,71.644,50.741,1.08,29,24,2025-03-02
NOLSM32517941,3,Etching,339.0,1465.0,3657.0,5695.0,72.093,50.51,0.854,29,25,2025-03-02
NOLSM32517942,3,Etching,321.0,1471.0,3661.0,5696.0,71.944,50.698,0.977,29,26,2025-03-02
NOLSM32517943,2,Etching,328.0,1596.0,3657.0,5713.0,71.251,50.129,1.175,29,27,2025-03-02
NOLSM32517944,1,Etching,254.0,1497.0,3676.0,5745.0,70.8,50.392,1.065,10,28,2025-02-24
NOLSM32517945,2,Etching,431.0,1711.0,3629.0,5692.0,71.595,50.569,1.198,10,29,2025-02-24
NOLSM32517946,3,Etching,524.0,1371.0,3670.0,5715.0,71.913,51.344,1.031,10,30,2025-02-24
NOLSM32517947,1,Etching,218.0,1305.0,3654.0,5719.0,70.831,51.566,1.208,10,31,2025-02-24
NOLSM32517948,2,Etching,130.0,1512.0,3635.0,5727.0,70.265,50.92,1.07,10,32,2025-02-24
NOLSM32517949,3,Etching,308.0,1592.0,3680.0,5709.0,72.113,51.137,0.851,10,33,2025-02-24
NOLSM32517950,1,Etching,313.0,1575.0,3657.0,5695.0,69.507,52.133,1.021,10,34,2025-02-24
NOLSM32517951,2,Etching,330.0,1427.0,3665.0,5691.0,71.204,50.965,1.001,10,35,2025-02-24
NOLSM32517952,3,Etching,417.0,1344.0,3657.0,5694.0,72.188,50.722,1.024,10,36,2025-02-24
NOLSM32517953,1,Etching,317.0,1474.0,3641.0,5728.0,70.586,52.312,1.001,10,37,2025-02-24
NOLSM32517954,2,Etching,476.0,1466.0,3660.0,5722.0,71.697,51.603,0.939,10,38,2025-02-24
NOLSM32517955,3,Etching,479.0,1517.0,3666.0,5697.0,71.134,50.874,1.19,10,39,2025-02-24
NOLSM32517956,1,Etching,419.0,1472.0,3658.0,5727.0,71.025,50.911,0.905,10,40,2025-02-24
NOLSM32517957,2,Etching,314.0,1683.0,3651.0,5732.0,70.988,51.871,1.195,10,41,2025-02-24
NOLSM32517958,3,Etching,340.0,1458.0,3644.0,5709.0,71.168,50.388,1.091,10,42,2025-02-24
NOLSM32517959,1,Etching,462.0,1387.0,3687.0,5715.0,71.082,52.081,1.159,10,43,2025-02-24
NOLSM32517960,2,Etching,231.0,1554.0,3680.0,5692.0,71.024,51.471,1.226,10,44,2025-02-24
NOLSM32517961,3,Etching,408.0,1568.0,3675.0,5721.0,71.235,50.333,0.981,10,45,2025-02-24
NOLSM32517962,1,Etching,317.0,1500.0,3664.0,5707.0,71.138,50.513,1.012,10,46,2025-02-24
NOLSM32517963,2,Etching,291.0,1380.0,3637.0,5698.0,71.374,50.711,0.893,10,47,2025-02-24
NOLSM32517964,3,Etching,376.0,1692.0,3672.0,5696.0,71.118,50.55,1.083,10,48,2025-02-24
NOLSM32517965,1,Etching,324.0,1513.0,3650.0,5727.0,70.995,50.486,1.209,10,49,2025-02-24
NOLSM32517966,2,Etching,392.0,1346.0,3657.0,5710.0,71.149,51.182,1.031,10,50,2025-02-24
NOLSM32517967,3,Etching,422.0,1306.0,3633.0,5702.0,71.303,50.532,1.053,10,51,2025-02-24
NOLSM32517968,1,Etching,177.0,1495.0,3629.0,5712.0,71.451,52.26,0.84,10,52,2025-02-24
NOLSM32517969,2,Etching,288.0,1268.0,3655.0,5721.0,71.127,50.455,1.116,10,53,2025-02-24
NOLSM32517970,3,Etching,353.0,1417.0,3667.0,5713.0,72.195,51.132,1.018,10,54,2025-02-24
NOLSM32517971,1,Etching,218.0,1563.0,3648.0,5691.0,71.386,50.19,0.946,30,28,2025-02-24
NOLSM32517972,2,Etching,177.0,1643.0,3655.0,5724.0,71.62,50.551,1.076,30,29,2025-02-24
NOLSM32517973,3,Etching,221.0,1490.0,3655.0,5741.0,71.806,50.136,0.907,30,30,2025-02-24
NOLSM32517974,1,Etching,175.0,1625.0,3643.0,5738.0,71.73,50.108,0.907,30,31,2025-02-24
NOLSM32517975,2,Etching,280.0,1381.0,3655.0,5737.0,71.655,49.951,0.874,30,32,2025-02-24
NOLSM32517976,3,Etching,239.0,1457.0,3645.0,5693.0,71.427,50.161,1.123,30,33,2025-02-24
NOLSM32517977,1,Etching,171.0,1324.0,3638.0,5731.0,70.903,50.266,0.98,30,34,2025-02-24
NOLSM32517978,2,Etching,172.0,1436.0,3654.0,5709.0,72.029,50.272,1.001,30,35,2025-02-24
NOLSM32517979,3,Etching,257.0,1393.0,3643.0,5708.0,71.46,50.035,1.063,30,36,2025-02-24
NOLSM32517980,1,Etching,172.0,1375.0,3641.0,5719.0,71.582,49.919,0.963,30,37,2025-02-24
NOLSM32517981,2,Etching,236.0,1382.0,3647.0,5712.0,71.682,49.984,1.121,30,38,2025-02-24
NOLSM32517982,3,Etching,151.0,1301.0,3641.0,5721.0,71.755,50.229,1.018,30,39,2025-02-24
NOLSM32517983,1,Etching,200.0,1306.0,3638.0,5714.0,71.244,50.573,0.992,30,40,2025-02-24
NOLSM32517984,2,Etching,261.0,1423.0,3647.0,5720.0,71.73,50.476,0.953,30,41,2025-02-24
NOLSM32517985,3,Etching,181.0,1431.0,3647.0,5711.0,71.48,49.62,1.094,30,42,2025-02-24
NOLSM32517986,1,Etching,150.0,1368.0,3632.0,5683.0,70.769,49.913,0.991,30,43,2025-02-24
NOLSM32517987,2,Etching,185.0,1401.0,3642.0,5695.0,71.786,49.741,0.975,30,44,2025-02-24
NOLSM32517988,3,Etching,166.0,1362.0,3641.0,5688.0,71.15,49.827,1.034,30,45,2025-02-24
NOLSM32517989,1,Etching,202.0,1460.0,3634.0,5726.0,70.708,49.955,0.92,30,46,2025-02-24
NOLSM32517990,2,Etching,177.0,1247.0,3629.0,5705.0,70.784,50.44,1.09,30,47,2025-02-24
NOLSM32517991,3,Etching,143.0,1709.0,3638.0,5728.0,71.333,50.431,1.194,30,48,2025-02-24
NOLSM32517992,1,Etching,173.0,1468.0,3628.0,5720.0,70.699,50.447,1.019,30,49,2025-02-24
NOLSM32517993,2,Etching,140.0,1466.0,3633.0,5697.0,70.759,49.99,0.959,30,50,2025-02-24
NOLSM32517994,3,Etching,191.0,1390.0,3633.0,5698.0,70.363,50.274,1.098,30,51,2025-02-24
NOLSM32517995,1,Etching,138.0,1561.0,3633.0,5696.0,71.221,50.395,0.738,30,52,2025-02-24
NOLSM32517996,2,Etching,177.0,1665.0,3634.0,5728.0,70.851,50.832,1.011,30,53,2025-02-24
NOLSM32517997,3,Etching,202.0,1573.0,3637.0,5735.0,71.628,50.474,1.015,30,54,2025-02-24
NOLSM32517998,3,Etching,254.0,1497.0,3676.0,5745.0,70.763,50.319,1.076,10,1,2025-02-24
NOLSM32517999,3,Etching,431.0,1711.0,3629.0,5692.0,71.617,50.767,1.003,10,2,2025-02-24
NOLSM32518000,2,Etching,524.0,1371.0,3670.0,5715.0,72.027,51.337,0.933,10,3,2025-02-24
NOLSM32518001,1,Etching,218.0,1305.0,3654.0,5719.0,70.832,51.605,1.119,10,4,2025-02-24
NOLSM32518002,1,Etching,130.0,1512.0,3635.0,5727.0,70.235,50.759,0.966,10,5,2025-02-24
NOLSM32518003,3,Etching,308.0,1592.0,3680.0,5709.0,72.427,51.218,1.174,10,6,2025-02-24
NOLSM32518004,3,Etching,313.0,1575.0,3657.0,5695.0,69.531,52.055,0.952,10,7,2025-02-24
NOLSM32518005,2,Etching,330.0,1427.0,3665.0,5691.0,71.351,50.707,1.004,10,8,2025-02-24
NOLSM32518006,1,Etching,417.0,1344.0,3657.0,5694.0,72.369,50.446,1.017,10,9,2025-02-24
NOLSM32518007,1,Etching,317.0,1474.0,3641.0,5728.0,70.351,52.245,0.951,10,10,2025-02-24
NOLSM32518008,3,Etching,476.0,1466.0,3660.0,5722.0,71.346,51.546,1.136,10,11,2025-02-24
NOLSM32518009,2,Etching,479.0,1517.0,3666.0,5697.0,71.999,50.814,0.923,10,12,2025-02-24
NOLSM32518010,1,Etching,419.0,1472.0,3658.0,5727.0,71.352,51.075,0.9,10,13,2025-02-24
NOLSM32518011,1,Etching,314.0,1683.0,3651.0,5732.0,71.249,51.836,1.251,10,14,2025-02-24
NOLSM32518012,2,Etching,340.0,1458.0,3644.0,5709.0,71.599,50.302,1.02,10,15,2025-02-24
NOLSM32518013,3,Etching,462.0,1387.0,3687.0,5715.0,70.833,52.176,0.936,10,16,2025-02-24
NOLSM32518014,3,Etching,231.0,1554.0,3680.0,5692.0,70.111,51.275,0.888,10,17,2025-02-24
NOLSM32518015,2,Etching,408.0,1568.0,3675.0,5721.0,70.388,50.214,1.076,10,18,2025-02-24
NOLSM32518016,1,Etching,317.0,1500.0,3664.0,5707.0,69.521,50.541,1.044,10,19,2025-02-24
NOLSM32518017,1,Etching,291.0,1380.0,3637.0,5698.0,70.839,50.3,1.056,10,20,2025-02-24
NOLSM32518018,2,Etching,376.0,1692.0,3672.0,5696.0,68.593,50.564,1.017,10,21,2025-02-24
