No_Die,lithography_Chamber,Process 2-1,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Lot_Num,Wafer_Num,Datetime
NOLSM32514607,2,photo_li,41.856,I,365,546.769,106.055,10,18,2025-01-15
NOLSM32514608,3,photo_li,49.442,I,365,509.32,106.773,10,19,2025-01-15
NOLSM32514609,1,photo_li,42.789,G,436,549.189,108.849,10,20,2025-01-15
NOLSM32514610,2,photo_li,35.713,H,405,541.469,107.168,10,21,2025-01-15
NOLSM32514611,3,photo_li,47.324,I,365,488.489,108.475,10,22,2025-01-15
NOLSM32514612,1,photo_li,27.843,I,365,509.237,105.74,10,23,2025-01-15
NOLSM32514613,2,photo_li,49.616,G,436,483.289,108.455,10,24,2025-01-15
NOLSM32514614,3,photo_li,53.885,H,405,467.773,107.431,10,25,2025-01-15
NOLSM32514615,1,photo_li,44.526,H,405,522.411,108.652,10,26,2025-01-15
NOLSM32514616,2,photo_li,37.167,I,365,506.678,106.843,10,27,2025-01-15
NOLSM32514617,3,photo_li,33.479,I,365,478.617,106.051,30,1,2025-01-15
NOLSM32514618,1,photo_li,29.821,I,365,473.563,106.151,30,2,2025-01-15
NOLSM32514619,2,photo_li,24.671,I,365,474.721,104.966,30,3,2025-01-15
NOLSM32514620,3,photo_li,27.803,I,365,476.266,104.945,30,4,2025-01-15
NOLSM32514621,1,photo_li,23.169,I,365,474.374,104.446,30,5,2025-01-15
NOLSM32514622,2,photo_li,25.638,I,365,471.021,105.528,30,6,2025-01-15
NOLSM32514623,3,photo_li,32.525,I,365,482.645,105.54,30,7,2025-01-15
NOLSM32514624,1,photo_li,23.248,I,365,465.654,105.68,30,8,2025-01-15
NOLSM32514625,3,photo_li,26.182,I,365,472.73,104.807,30,9,2025-01-15
NOLSM32514626,1,photo_li,25.239,I,365,474.414,105.139,30,10,2025-01-15
NOLSM32514627,2,photo_li,16.746,I,365,461.609,105.004,30,11,2025-01-15
NOLSM32514628,3,photo_li,33.351,I,365,478.529,106.176,30,12,2025-01-15
NOLSM32514629,1,photo_li,27.388,I,365,470.385,105.885,30,13,2025-01-15
NOLSM32514630,2,photo_li,21.935,I,365,470.272,105.076,30,14,2025-01-15
NOLSM32514631,3,photo_li,24.828,I,365,468.562,105.277,30,15,2025-01-15
NOLSM32514632,1,photo_li,24.102,I,365,476.342,104.794,30,16,2025-01-15
NOLSM32514633,2,photo_li,17.337,I,365,467.112,104.37,30,17,2025-01-15
NOLSM32514634,3,photo_li,24.203,I,365,473.068,104.55,30,18,2025-01-15
NOLSM32514635,1,photo_li,27.932,I,365,484.285,104.462,30,19,2025-01-15
NOLSM32514636,3,photo_li,32.589,I,365,471.035,106.491,30,20,2025-01-15
NOLSM32514637,1,photo_li,26.931,I,365,474.784,105.482,30,21,2025-01-15
NOLSM32514638,2,photo_li,26.569,I,365,473.2,105.578,30,22,2025-01-15
NOLSM32514639,3,photo_li,33.308,I,365,484.79,105.442,30,23,2025-01-15
NOLSM32514640,1,photo_li,27.408,I,365,474.36,105.55,30,24,2025-01-15
NOLSM32514641,2,photo_li,39.614,I,365,471.518,107.923,30,25,2025-01-15
NOLSM32514642,3,photo_li,32.442,I,365,475.759,105.979,30,26,2025-01-15
NOLSM32514643,1,photo_li,44.283,I,365,488.989,106.72,30,27,2025-01-15
NOLSM32514644,1,photo_li,53.48,I,365,542.845,107.961,11,28,2025-01-16
NOLSM32514645,1,photo_li,48.543,I,365,508.564,105.095,11,29,2025-01-16
NOLSM32514646,1,photo_li,46.995,G,436,506.413,108.848,11,30,2025-01-16
NOLSM32514647,1,photo_li,42.519,H,405,508.891,109.343,11,31,2025-01-16
NOLSM32514648,1,photo_li,38.489,G,436,524.247,108.414,11,32,2025-01-16
NOLSM32514649,1,photo_li,25.898,G,436,534.877,106.98,11,33,2025-01-16
NOLSM32514650,1,photo_li,65.956,G,436,470.478,106.24,11,34,2025-01-16
NOLSM32514651,1,photo_li,60.496,I,365,473.298,107.411,11,35,2025-01-16
NOLSM32514652,1,photo_li,28.962,G,436,479.381,109.424,11,36,2025-01-16
NOLSM32514653,2,photo_li,37.154,G,436,472.19,108.957,11,37,2025-01-16
NOLSM32514654,2,photo_li,46.655,G,436,473.332,109.072,11,38,2025-01-16
NOLSM32514655,2,photo_li,43.654,G,436,482.331,110.814,11,39,2025-01-16
NOLSM32514656,2,photo_li,58.45,I,365,469.844,107.987,11,40,2025-01-16
NOLSM32514657,2,photo_li,45.644,I,365,480.787,109.09,11,41,2025-01-16
NOLSM32514658,2,photo_li,47.636,H,405,471.545,108.934,11,42,2025-01-16
NOLSM32514659,2,photo_li,39.958,I,365,469.465,109.062,11,43,2025-01-16
NOLSM32514660,2,photo_li,27.656,H,405,472.524,110.501,11,44,2025-01-16
NOLSM32514661,2,photo_li,30.266,I,365,470.358,106.566,11,45,2025-01-16
NOLSM32514662,3,photo_li,46.152,H,405,460.929,107.902,11,46,2025-01-16
NOLSM32514663,3,photo_li,56.133,I,365,472.847,108.512,11,47,2025-01-16
NOLSM32514664,3,photo_li,50.728,I,365,474.057,106.449,11,48,2025-01-16
NOLSM32514665,3,photo_li,47.307,I,365,472.107,109.635,11,49,2025-01-16
NOLSM32514666,3,photo_li,18.202,I,365,472.945,108.736,11,50,2025-01-16
NOLSM32514667,3,photo_li,40.943,H,405,477.808,107.794,11,51,2025-01-16
NOLSM32514668,3,photo_li,33.905,G,436,470.383,108.0,11,52,2025-01-16
NOLSM32514669,3,photo_li,45.451,I,365,468.918,108.343,11,53,2025-01-16
NOLSM32514670,3,photo_li,55.549,H,405,469.473,108.967,11,54,2025-01-16
NOLSM32514671,1,photo_li,26.289,I,365,461.994,106.82,31,28,2025-01-16
NOLSM32514672,1,photo_li,32.699,I,365,472.597,106.371,31,29,2025-01-16
NOLSM32514673,1,photo_li,28.375,I,365,467.135,106.432,31,30,2025-01-16
NOLSM32514674,1,photo_li,23.87,I,365,474.461,105.086,31,31,2025-01-16
NOLSM32514675,1,photo_li,34.627,I,365,477.234,106.567,31,32,2025-01-16
NOLSM32514676,1,photo_li,44.451,I,365,490.568,106.455,31,33,2025-01-16
NOLSM32514677,1,photo_li,31.453,I,365,476.172,106.125,31,34,2025-01-16
NOLSM32514678,1,photo_li,33.577,I,365,480.44,106.058,31,35,2025-01-16
NOLSM32514679,1,photo_li,25.61,I,365,472.167,105.44,31,36,2025-01-16
NOLSM32514680,2,photo_li,24.669,I,365,477.711,104.566,31,37,2025-01-16
NOLSM32514681,2,photo_li,31.503,I,365,482.978,105.244,31,38,2025-01-16
NOLSM32514682,2,photo_li,33.885,I,365,492.993,104.779,31,39,2025-01-16
NOLSM32514683,2,photo_li,34.958,I,365,485.411,105.585,31,40,2025-01-16
NOLSM32514684,2,photo_li,30.884,I,365,487.487,104.844,31,41,2025-01-16
NOLSM32514685,2,photo_li,28.55,I,365,471.692,105.777,31,42,2025-01-16
NOLSM32514686,2,photo_li,27.46,I,365,480.146,104.847,31,43,2025-01-16
NOLSM32514687,2,photo_li,26.403,I,365,469.053,105.538,31,44,2025-01-16
NOLSM32514688,2,photo_li,33.216,I,365,483.218,105.566,31,45,2025-01-16
NOLSM32514689,3,photo_li,22.473,I,365,470.351,105.167,31,46,2025-01-16
NOLSM32514690,3,photo_li,27.098,I,365,473.157,105.131,31,47,2025-01-16
NOLSM32514691,3,photo_li,34.77,I,365,479.177,106.268,31,48,2025-01-16
NOLSM32514692,3,photo_li,30.729,I,365,472.271,106.331,31,49,2025-01-16
NOLSM32514693,3,photo_li,33.887,I,365,473.447,106.771,31,50,2025-01-16
NOLSM32514694,3,photo_li,48.852,I,365,482.371,108.244,31,51,2025-01-16
NOLSM32514695,3,photo_li,36.078,I,365,469.85,107.299,31,52,2025-01-16
NOLSM32514696,3,photo_li,39.751,I,365,480.556,107.489,31,53,2025-01-16
NOLSM32514697,3,photo_li,31.142,I,365,471.436,106.509,31,54,2025-01-16
NOLSM32514698,3,photo_li,53.392,I,365,543.016,107.911,11,1,2025-01-16
NOLSM32514699,1,photo_li,48.163,I,365,508.42,105.0,11,2,2025-01-16
NOLSM32514700,2,photo_li,47.046,G,436,506.426,108.989,11,3,2025-01-16
NOLSM32514701,3,photo_li,42.547,H,405,508.877,109.088,11,4,2025-01-16
NOLSM32514702,1,photo_li,38.553,G,436,524.143,108.67,11,5,2025-01-16
NOLSM32514703,2,photo_li,26.148,G,436,534.703,106.905,11,6,2025-01-16
NOLSM32514704,3,photo_li,65.77,G,436,534.2,106.387,11,7,2025-01-16
NOLSM32514705,1,photo_li,60.463,I,365,498.254,107.309,11,8,2025-01-16
NOLSM32514706,2,photo_li,28.87,G,436,537.558,109.463,11,9,2025-01-16
NOLSM32514707,3,photo_li,37.289,G,436,493.61,108.942,11,10,2025-01-16
NOLSM32514708,1,photo_li,46.564,G,436,539.612,109.172,11,11,2025-01-16
NOLSM32514709,2,photo_li,43.972,G,436,517.611,110.877,11,12,2025-01-16
NOLSM32514710,3,photo_li,58.404,I,365,487.333,108.021,11,13,2025-01-16
NOLSM32514711,1,photo_li,45.578,I,365,524.485,109.334,11,14,2025-01-16
NOLSM32514712,2,photo_li,47.567,H,405,490.617,108.921,11,15,2025-01-16
NOLSM32514713,3,photo_li,39.781,I,365,526.984,109.085,11,16,2025-01-16
NOLSM32514714,1,photo_li,27.694,H,405,539.066,110.436,11,17,2025-01-16
NOLSM32514715,2,photo_li,30.419,I,365,539.793,106.549,11,18,2025-01-16
NOLSM32514716,3,photo_li,45.845,H,405,500.059,107.767,11,19,2025-01-16
NOLSM32514717,1,photo_li,56.258,I,365,507.899,108.542,11,20,2025-01-16
NOLSM32514718,2,photo_li,50.816,I,365,527.181,106.327,11,21,2025-01-16
NOLSM32514719,3,photo_li,47.376,I,365,510.537,109.484,11,22,2025-01-16
NOLSM32514720,1,photo_li,18.079,I,365,545.481,108.787,11,23,2025-01-16
NOLSM32514721,3,photo_li,40.971,H,405,513.264,107.55,11,24,2025-01-16
NOLSM32514722,1,photo_li,33.974,G,436,507.683,108.157,11,25,2025-01-16
NOLSM32514723,2,photo_li,45.742,I,365,550.357,108.195,11,26,2025-01-16
NOLSM32514724,3,photo_li,55.432,H,405,513.644,109.193,11,27,2025-01-16
NOLSM32514725,2,photo_li,26.246,I,365,462.028,106.96,31,1,2025-01-16
NOLSM32514726,3,photo_li,32.744,I,365,472.88,106.52,31,2,2025-01-16
NOLSM32514727,1,photo_li,28.367,I,365,467.236,106.478,31,3,2025-01-16
NOLSM32514728,2,photo_li,23.69,I,365,474.412,104.953,31,4,2025-01-16
NOLSM32514729,3,photo_li,34.822,I,365,477.302,106.556,31,5,2025-01-16
NOLSM32514730,1,photo_li,44.555,I,365,490.611,106.583,31,6,2025-01-16
NOLSM32514731,2,photo_li,31.682,I,365,476.267,105.991,31,7,2025-01-16
NOLSM32514732,3,photo_li,33.577,I,365,480.387,105.928,31,8,2025-01-16
NOLSM32514733,1,photo_li,25.694,I,365,471.948,105.4,31,9,2025-01-16
NOLSM32514734,2,photo_li,24.84,I,365,477.778,104.816,31,10,2025-01-16
NOLSM32514735,1,photo_li,31.72,I,365,482.78,105.337,31,11,2025-01-16
NOLSM32514736,3,photo_li,33.946,I,365,493.08,104.982,31,12,2025-01-16
NOLSM32514737,1,photo_li,35.105,I,365,485.463,105.7,31,13,2025-01-16
NOLSM32514738,2,photo_li,30.916,I,365,487.324,104.877,31,14,2025-01-16
NOLSM32514739,3,photo_li,28.548,I,365,471.582,105.753,31,15,2025-01-16
NOLSM32514740,1,photo_li,27.421,I,365,480.001,104.768,31,16,2025-01-16
NOLSM32514741,3,photo_li,26.308,I,365,469.252,105.397,31,17,2025-01-16
NOLSM32514742,1,photo_li,33.168,I,365,483.238,105.478,31,18,2025-01-16
NOLSM32514743,2,photo_li,22.712,I,365,470.376,105.189,31,19,2025-01-16
NOLSM32514744,3,photo_li,27.189,I,365,473.273,105.151,31,20,2025-01-16
NOLSM32514745,1,photo_li,34.752,I,365,479.185,106.088,31,21,2025-01-16
NOLSM32514746,2,photo_li,30.811,I,365,472.32,106.515,31,22,2025-01-16
NOLSM32514747,3,photo_li,33.797,I,365,473.676,106.673,31,23,2025-01-16
NOLSM32514748,1,photo_li,48.945,I,365,482.247,108.009,31,24,2025-01-16
NOLSM32514749,2,photo_li,36.111,I,365,470.006,107.387,31,25,2025-01-16
NOLSM32514750,3,photo_li,39.811,I,365,480.618,107.376,31,26,2025-01-16
NOLSM32514751,1,photo_li,31.176,I,365,471.555,106.562,31,27,2025-01-16
NOLSM32514752,1,photo_li,41.691,G,436,476.501,107.217,12,28,2025-01-17
NOLSM32514753,1,photo_li,41.101,H,405,476.965,108.003,12,29,2025-01-17
NOLSM32514754,1,photo_li,45.241,I,365,491.644,106.717,12,30,2025-01-17
NOLSM32514755,1,photo_li,42.344,I,365,522.144,111.249,12,31,2025-01-17
NOLSM32514756,1,photo_li,48.974,G,436,459.548,107.495,12,32,2025-01-17
NOLSM32514757,1,photo_li,50.044,G,436,537.438,105.516,12,33,2025-01-17
NOLSM32514758,1,photo_li,43.837,G,436,530.953,109.166,12,34,2025-01-17
NOLSM32514759,1,photo_li,51.319,G,436,507.533,105.437,12,35,2025-01-17
NOLSM32514760,1,photo_li,37.548,I,365,511.122,106.03,12,36,2025-01-17
NOLSM32514761,2,photo_li,36.696,G,436,526.489,108.044,12,37,2025-01-17
NOLSM32514762,2,photo_li,37.36,H,405,506.032,105.484,12,38,2025-01-17
NOLSM32514763,2,photo_li,29.382,I,365,506.699,106.686,12,39,2025-01-17
NOLSM32514764,2,photo_li,30.382,H,405,519.99,106.924,12,40,2025-01-17
NOLSM32514765,2,photo_li,45.924,I,365,528.08,106.073,12,41,2025-01-17
NOLSM32514766,2,photo_li,65.779,H,405,520.865,106.034,12,42,2025-01-17
NOLSM32514767,2,photo_li,57.7,G,436,502.263,109.132,12,43,2025-01-17
NOLSM32514768,2,photo_li,55.48,I,365,496.098,108.169,12,44,2025-01-17
NOLSM32514769,2,photo_li,44.06,G,436,543.319,107.431,12,45,2025-01-17
NOLSM32514770,3,photo_li,40.414,G,436,548.161,108.877,12,46,2025-01-17
NOLSM32514771,3,photo_li,38.702,H,405,522.135,106.445,12,47,2025-01-17
NOLSM32514772,3,photo_li,35.204,G,436,536.573,106.306,12,48,2025-01-17
NOLSM32514773,3,photo_li,45.427,H,405,529.147,109.342,12,49,2025-01-17
NOLSM32514774,3,photo_li,30.349,G,436,551.511,108.775,12,50,2025-01-17
NOLSM32514775,3,photo_li,44.698,H,405,502.294,107.944,12,51,2025-01-17
NOLSM32514776,3,photo_li,47.228,H,405,531.39,110.131,12,52,2025-01-17
NOLSM32514777,3,photo_li,20.899,I,365,505.346,107.224,12,53,2025-01-17
NOLSM32514778,3,photo_li,38.434,I,365,513.104,108.53,12,54,2025-01-17
NOLSM32514779,1,photo_li,31.042,I,365,469.63,106.559,32,28,2025-01-17
NOLSM32514780,1,photo_li,34.868,I,365,472.601,106.845,32,29,2025-01-17
NOLSM32514781,1,photo_li,38.501,I,365,470.249,107.851,32,30,2025-01-17
NOLSM32514782,1,photo_li,31.418,I,365,460.662,107.665,32,31,2025-01-17
NOLSM32514783,1,photo_li,34.305,I,365,472.893,106.62,32,32,2025-01-17
NOLSM32514784,1,photo_li,35.539,I,365,474.095,106.978,32,33,2025-01-17
NOLSM32514785,1,photo_li,31.367,I,365,472.322,106.276,32,34,2025-01-17
NOLSM32514786,1,photo_li,33.222,I,365,472.915,106.635,32,35,2025-01-17
NOLSM32514787,1,photo_li,35.411,I,365,477.983,106.477,32,36,2025-01-17
NOLSM32514788,2,photo_li,31.001,I,365,470.458,106.332,32,37,2025-01-17
NOLSM32514789,2,photo_li,32.367,I,365,469.025,106.676,32,38,2025-01-17
NOLSM32514790,2,photo_li,27.966,I,365,469.75,106.196,32,39,2025-01-17
NOLSM32514791,2,photo_li,32.137,I,365,476.226,106.085,32,40,2025-01-17
NOLSM32514792,2,photo_li,35.862,I,365,477.068,106.801,32,41,2025-01-17
NOLSM32514793,2,photo_li,30.073,I,365,468.62,106.617,32,42,2025-01-17
NOLSM32514794,1,photo_li,41.796,G,436,491.46,107.101,12,1,2025-01-17
NOLSM32514795,3,photo_li,41.214,H,405,485.574,107.93,12,2,2025-01-17
NOLSM32514796,1,photo_li,45.37,I,365,491.599,106.723,12,3,2025-01-17
NOLSM32514797,2,photo_li,42.485,I,365,522.148,111.187,12,4,2025-01-17
NOLSM32514798,3,photo_li,49.144,G,436,459.722,107.544,12,5,2025-01-17
NOLSM32514799,1,photo_li,49.952,G,436,537.461,105.502,12,6,2025-01-17
NOLSM32514800,2,photo_li,43.937,G,436,530.935,109.093,12,7,2025-01-17
NOLSM32514801,3,photo_li,50.936,G,436,507.569,105.29,12,8,2025-01-17
NOLSM32514802,1,photo_li,37.479,I,365,511.13,105.825,12,9,2025-01-17
NOLSM32514803,2,photo_li,36.521,G,436,526.328,107.957,12,10,2025-01-17
NOLSM32514804,3,photo_li,37.583,H,405,506.193,105.718,12,11,2025-01-17
NOLSM32514805,1,photo_li,29.348,I,365,506.466,106.641,12,12,2025-01-17
NOLSM32514806,2,photo_li,30.542,H,405,519.782,106.785,12,13,2025-01-17
NOLSM32514807,1,photo_li,46.001,I,365,528.054,106.361,12,14,2025-01-17
NOLSM32514808,2,photo_li,65.977,H,405,520.822,106.204,12,15,2025-01-17
NOLSM32514809,3,photo_li,57.713,G,436,502.211,109.008,12,16,2025-01-17
NOLSM32514810,1,photo_li,55.522,I,365,496.133,108.138,12,17,2025-01-17
NOLSM32514811,2,photo_li,44.182,G,436,543.191,107.296,12,18,2025-01-17
NOLSM32514812,3,photo_li,40.461,G,436,548.034,108.878,12,19,2025-01-17
NOLSM32514813,1,photo_li,38.65,H,405,521.89,106.699,12,20,2025-01-17
NOLSM32514814,2,photo_li,35.11,G,436,536.603,106.475,12,21,2025-01-17
NOLSM32514815,3,photo_li,45.388,H,405,529.101,109.174,12,22,2025-01-17
NOLSM32514816,1,photo_li,30.47,G,436,551.584,108.724,12,23,2025-01-17
NOLSM32514817,2,photo_li,44.939,H,405,502.272,107.955,12,24,2025-01-17
NOLSM32514818,3,photo_li,47.208,H,405,531.266,110.318,12,25,2025-01-17
NOLSM32514819,1,photo_li,20.92,I,365,505.311,107.079,12,26,2025-01-17
NOLSM32514820,2,photo_li,38.556,I,365,513.339,108.665,12,27,2025-01-17
NOLSM32514821,2,photo_li,31.055,I,365,469.524,106.645,32,1,2025-01-17
NOLSM32514822,3,photo_li,34.748,I,365,472.541,106.931,32,2,2025-01-17
NOLSM32514823,1,photo_li,38.575,I,365,470.635,107.576,32,3,2025-01-17
NOLSM32514824,2,photo_li,31.629,I,365,460.65,107.63,32,4,2025-01-17
NOLSM32514825,3,photo_li,34.377,I,365,472.658,106.95,32,5,2025-01-17
NOLSM32514826,1,photo_li,35.423,I,365,474.003,106.768,32,6,2025-01-17
NOLSM32514827,2,photo_li,31.235,I,365,472.269,106.417,32,7,2025-01-17
NOLSM32514828,3,photo_li,33.188,I,365,473.046,106.558,32,8,2025-01-17
NOLSM32514829,1,photo_li,35.384,I,365,477.967,106.477,32,9,2025-01-17
NOLSM32514830,2,photo_li,31.128,I,365,470.291,106.473,32,10,2025-01-17
NOLSM32514831,3,photo_li,32.419,I,365,468.898,106.645,32,11,2025-01-17
NOLSM32514832,1,photo_li,28.096,I,365,469.624,106.236,32,12,2025-01-17
NOLSM32514833,2,photo_li,32.145,I,365,476.326,106.114,32,13,2025-01-17
NOLSM32514834,3,photo_li,35.75,I,365,477.105,106.638,32,14,2025-01-17
NOLSM32514835,1,photo_li,29.949,I,365,468.8,106.654,32,15,2025-01-17
NOLSM32514836,1,photo_li,41.687,I,365,505.368,109.413,13,28,2025-01-18
NOLSM32514837,1,photo_li,53.687,H,405,541.599,104.874,13,29,2025-01-18
NOLSM32514838,1,photo_li,47.605,I,365,532.35,106.842,13,30,2025-01-18
NOLSM32514839,1,photo_li,32.843,G,436,537.849,108.9,13,31,2025-01-18
NOLSM32514840,1,photo_li,57.358,H,405,522.217,109.826,13,32,2025-01-18
NOLSM32514841,1,photo_li,4.567,I,365,539.838,107.787,13,33,2025-01-18
NOLSM32514842,1,photo_li,59.571,I,365,482.699,107.079,13,34,2025-01-18
NOLSM32514843,1,photo_li,26.836,G,436,526.226,105.905,13,35,2025-01-18
NOLSM32514844,1,photo_li,23.078,I,365,507.703,105.137,13,36,2025-01-18
NOLSM32514845,2,photo_li,59.806,G,436,508.901,106.815,13,37,2025-01-18
NOLSM32514846,2,photo_li,54.026,G,436,492.754,110.802,13,38,2025-01-18
NOLSM32514847,2,photo_li,20.597,G,436,547.471,110.999,13,39,2025-01-18
NOLSM32514848,2,photo_li,49.559,H,405,511.495,104.912,13,40,2025-01-18
NOLSM32514849,2,photo_li,36.665,H,405,511.14,107.722,13,41,2025-01-18
NOLSM32514850,2,photo_li,33.199,G,436,515.631,109.523,13,42,2025-01-18
NOLSM32514851,2,photo_li,47.002,I,365,532.282,105.127,13,43,2025-01-18
NOLSM32514852,2,photo_li,66.55,H,405,509.392,108.233,13,44,2025-01-18
NOLSM32514853,2,photo_li,33.179,G,436,551.407,109.647,13,45,2025-01-18
NOLSM32514854,3,photo_li,42.222,I,365,512.107,108.58,13,46,2025-01-18
NOLSM32514855,3,photo_li,55.352,H,405,515.577,108.339,13,47,2025-01-18
NOLSM32514856,3,photo_li,58.476,H,405,492.611,108.28,13,48,2025-01-18
NOLSM32514857,3,photo_li,47.117,I,365,520.165,108.364,13,49,2025-01-18
NOLSM32514858,3,photo_li,43.164,I,365,498.908,109.766,13,50,2025-01-18
NOLSM32514859,3,photo_li,39.657,I,365,519.056,108.144,13,51,2025-01-18
NOLSM32514860,3,photo_li,48.664,H,405,512.422,109.363,13,52,2025-01-18
NOLSM32514861,3,photo_li,51.035,I,365,522.503,110.413,13,53,2025-01-18
NOLSM32514862,3,photo_li,49.328,H,405,509.097,108.298,13,54,2025-01-18
NOLSM32514863,3,photo_li,41.716,I,365,505.324,109.757,13,1,2025-01-18
NOLSM32514864,1,photo_li,53.504,H,405,541.747,104.832,13,2,2025-01-18
NOLSM32514865,2,photo_li,47.629,I,365,532.367,106.635,13,3,2025-01-18
NOLSM32514866,3,photo_li,32.811,G,436,537.73,109.024,13,4,2025-01-18
NOLSM32514867,1,photo_li,57.466,H,405,522.204,109.86,13,5,2025-01-18
NOLSM32514868,2,photo_li,4.561,I,365,539.835,107.787,13,6,2025-01-18
NOLSM32514869,3,photo_li,59.437,I,365,482.919,107.082,13,7,2025-01-18
NOLSM32514870,1,photo_li,26.83,G,436,526.22,105.763,13,8,2025-01-18
NOLSM32514871,2,photo_li,23.089,I,365,507.721,105.012,13,9,2025-01-18
NOLSM32514872,3,photo_li,59.899,G,436,508.869,106.829,13,10,2025-01-18
NOLSM32514873,1,photo_li,53.821,G,436,492.608,110.91,13,11,2025-01-18
NOLSM32514874,2,photo_li,20.721,G,436,547.485,110.75,13,12,2025-01-18
NOLSM32514875,3,photo_li,49.753,H,405,511.577,104.949,13,13,2025-01-18
NOLSM32514876,1,photo_li,36.571,H,405,511.2,107.696,13,14,2025-01-18
NOLSM32514877,2,photo_li,33.12,G,436,515.746,109.581,13,15,2025-01-18
NOLSM32514878,3,photo_li,46.959,I,365,531.951,105.294,13,16,2025-01-18
NOLSM32514879,1,photo_li,66.485,H,405,509.383,108.466,13,17,2025-01-18
NOLSM32514880,2,photo_li,33.155,G,436,551.536,109.46,13,18,2025-01-18
NOLSM32514881,3,photo_li,42.237,I,365,512.1,108.417,13,19,2025-01-18
NOLSM32514882,1,photo_li,55.491,H,405,515.773,108.555,13,20,2025-01-18
NOLSM32514883,3,photo_li,58.437,H,405,492.656,108.181,13,21,2025-01-18
NOLSM32514884,1,photo_li,46.966,I,365,519.955,108.307,13,22,2025-01-18
NOLSM32514885,2,photo_li,42.994,I,365,498.817,109.804,13,23,2025-01-18
NOLSM32514886,3,photo_li,39.59,I,365,519.126,108.373,13,24,2025-01-18
NOLSM32514887,1,photo_li,48.717,H,405,512.321,109.273,13,25,2025-01-18
NOLSM32514888,2,photo_li,50.841,I,365,522.319,110.388,13,26,2025-01-18
NOLSM32514889,3,photo_li,49.309,H,405,509.024,108.159,13,27,2025-01-18
NOLSM32514890,1,photo_li,27.432,G,436,521.695,108.717,14,28,2025-01-26
NOLSM32514891,1,photo_li,44.626,H,405,526.181,106.274,14,29,2025-01-26
NOLSM32514892,1,photo_li,29.38,I,365,542.946,109.081,14,30,2025-01-26
NOLSM32514893,1,photo_li,56.979,I,365,513.484,109.346,14,31,2025-01-26
NOLSM32514894,1,photo_li,61.499,H,405,543.95,105.021,14,32,2025-01-26
NOLSM32514895,1,photo_li,26.051,I,365,521.162,108.907,14,33,2025-01-26
NOLSM32514896,1,photo_li,43.383,H,405,527.099,107.941,14,34,2025-01-26
NOLSM32514897,1,photo_li,23.083,G,436,528.798,107.284,14,35,2025-01-26
NOLSM32514898,1,photo_li,59.382,H,405,529.445,107.374,14,36,2025-01-26
NOLSM32514899,2,photo_li,24.181,H,405,476.518,109.128,14,37,2025-01-26
NOLSM32514900,2,photo_li,53.597,H,405,527.168,106.757,14,38,2025-01-26
NOLSM32514901,2,photo_li,33.827,G,436,527.168,105.364,14,39,2025-01-26
NOLSM32514902,2,photo_li,48.992,H,405,500.714,106.838,14,40,2025-01-26
NOLSM32514903,2,photo_li,40.807,G,436,489.204,107.325,14,41,2025-01-26
NOLSM32514904,2,photo_li,38.242,G,436,539.477,106.317,14,42,2025-01-26
NOLSM32514905,2,photo_li,59.001,I,365,572.474,108.855,14,43,2025-01-26
NOLSM32514906,2,photo_li,33.643,H,405,541.117,108.874,14,44,2025-01-26
NOLSM32514907,2,photo_li,32.657,G,436,508.099,109.125,14,45,2025-01-26
NOLSM32514908,3,photo_li,56.316,H,405,479.754,106.631,14,46,2025-01-26
NOLSM32514909,3,photo_li,18.061,G,436,471.776,111.62,14,47,2025-01-26
NOLSM32514910,3,photo_li,43.094,I,365,537.158,107.449,14,48,2025-01-26
NOLSM32514911,3,photo_li,55.281,H,405,518.009,107.497,14,49,2025-01-26
NOLSM32514912,3,photo_li,33.774,G,436,525.362,106.307,14,50,2025-01-26
NOLSM32514913,3,photo_li,38.86,G,436,510.983,106.185,14,51,2025-01-26
NOLSM32514914,3,photo_li,36.705,G,436,496.436,112.104,14,52,2025-01-26
NOLSM32514915,3,photo_li,44.902,H,405,512.691,111.439,14,53,2025-01-26
NOLSM32514916,3,photo_li,50.317,I,365,528.875,107.459,14,54,2025-01-26
NOLSM32514917,1,photo_li,27.504,G,436,521.561,108.718,14,1,2025-01-26
NOLSM32514918,2,photo_li,44.515,H,405,526.172,106.235,14,2,2025-01-26
NOLSM32514919,3,photo_li,29.236,I,365,543.061,109.21,14,3,2025-01-26
NOLSM32514920,1,photo_li,56.883,I,365,513.408,109.27,14,4,2025-01-26
NOLSM32514921,2,photo_li,61.547,H,405,544.089,104.857,14,5,2025-01-26
NOLSM32514922,3,photo_li,25.876,I,365,520.977,109.082,14,6,2025-01-26
NOLSM32514923,2,photo_li,43.367,H,405,527.177,108.209,14,7,2025-01-26
