No_Die,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Lot_Num,Wafer_Num,Datetime
NOLSM32514443,3,Photo,1.485,17.233,14.912,20.097,195.07,89.931,502.431,4078.376,4973.446,4.93,93.363,30.017,9,43,2025-01-14
NOLSM32514444,3,Photo,1.154,15.883,14.998,19.948,200.697,89.755,507.263,3939.362,4936.775,5.041,88.524,30.1,9,44,2025-01-14
NOLSM32514445,3,Photo,1.164,19.171,14.956,20.107,200.452,90.015,501.403,4021.205,5076.996,4.969,93.012,29.933,9,45,2025-01-14
NOLSM32514446,3,Photo,1.825,18.767,15.018,20.116,198.302,89.988,503.21,3999.095,4983.784,4.991,93.364,29.903,9,46,2025-01-14
NOLSM32514447,3,Photo,1.978,13.912,14.795,19.962,199.902,89.917,501.579,3942.363,5071.499,4.924,91.79,29.916,9,47,2025-01-14
NOLSM32514448,3,Photo,1.737,18.669,15.085,19.857,198.234,90.127,501.087,4078.255,4880.925,4.964,94.088,29.746,9,48,2025-01-14
NOLSM32514449,3,Photo,1.005,20.73,15.058,19.892,199.766,89.949,501.594,4147.321,4925.524,4.776,91.256,29.775,9,49,2025-01-14
NOLSM32514450,3,Photo,1.389,11.226,15.112,20.083,203.099,89.902,497.142,4015.117,4917.825,5.113,96.553,29.8,9,50,2025-01-14
NOLSM32514451,3,Photo,1.033,15.288,15.304,19.855,201.339,89.888,500.255,4115.62,5107.912,5.044,92.829,30.107,9,51,2025-01-14
NOLSM32514452,3,Photo,0.907,12.455,15.017,20.023,201.782,89.964,501.168,4060.605,4957.042,4.828,90.444,30.148,9,52,2025-01-14
NOLSM32514453,3,Photo,1.323,19.787,14.889,20.26,198.272,89.984,496.47,4115.5,4991.544,4.91,92.288,29.983,9,53,2025-01-14
NOLSM32514454,3,Photo,2.206,16.018,15.096,19.944,200.512,89.904,501.788,4008.66,5075.791,4.981,90.471,30.063,9,54,2025-01-14
NOLSM32514455,2,Photo,1.949,16.519,14.754,20.037,194.684,89.939,494.726,3893.216,4866.458,4.969,88.642,30.155,29,28,2025-01-14
NOLSM32514456,2,Photo,1.765,17.534,14.879,19.888,195.34,90.036,495.219,4001.326,4881.129,4.898,88.757,30.034,29,29,2025-01-14
NOLSM32514457,2,Photo,1.963,16.022,14.916,19.952,195.543,90.15,495.291,4054.454,4883.2,4.793,88.631,29.856,29,30,2025-01-14
NOLSM32514458,2,Photo,1.907,19.021,14.991,20.086,194.558,90.003,494.979,3957.12,4868.182,4.661,89.187,29.904,29,31,2025-01-14
NOLSM32514459,2,Photo,1.988,18.86,14.839,20.191,195.673,89.915,495.701,4088.049,4893.024,4.746,88.657,30.172,29,32,2025-01-14
NOLSM32514460,2,Photo,1.038,13.644,15.104,20.015,199.565,90.104,499.724,4025.515,4992.92,4.915,91.831,30.079,29,33,2025-01-14
NOLSM32514461,2,Photo,0.861,18.666,14.929,20.09,200.469,90.042,500.414,4036.776,5011.74,4.826,92.522,30.016,29,34,2025-01-14
NOLSM32514462,2,Photo,1.075,20.93,14.82,20.098,201.591,90.136,501.733,4014.177,5040.965,5.25,92.114,30.114,29,35,2025-01-14
NOLSM32514463,2,Photo,0.605,11.2,15.124,20.008,200.765,90.035,500.565,3985.767,5011.221,5.031,92.398,29.804,29,36,2025-01-14
NOLSM32514464,2,Photo,0.607,15.486,15.139,20.012,200.722,89.948,500.529,4047.599,5014.066,5.045,92.5,30.004,29,37,2025-01-14
NOLSM32514465,2,Photo,0.812,12.382,14.903,19.928,200.927,90.022,500.848,3955.469,5021.211,5.215,91.867,30.087,29,38,2025-01-14
NOLSM32514466,2,Photo,1.114,19.665,15.14,19.928,198.906,89.836,498.812,4062.686,4971.056,4.883,91.762,29.955,29,39,2025-01-14
NOLSM32514467,2,Photo,1.615,15.877,15.058,20.13,198.875,90.128,498.909,4071.594,4971.328,5.177,92.174,29.936,29,40,2025-01-14
NOLSM32514468,2,Photo,1.136,17.513,14.862,19.973,200.16,90.015,500.345,3985.487,5007.873,4.923,92.33,29.929,29,41,2025-01-14
NOLSM32514469,2,Photo,1.257,16.392,15.001,20.002,199.912,90.084,500.063,3978.603,4999.873,4.832,92.002,29.956,29,42,2025-01-14
NOLSM32514470,2,Photo,1.754,18.993,14.704,20.028,199.894,89.736,499.826,4056.163,4996.114,5.076,91.597,30.073,29,43,2025-01-14
NOLSM32514471,2,Photo,1.87,18.895,15.015,19.992,199.138,89.91,498.984,4029.133,4975.774,4.989,91.072,29.849,29,44,2025-01-14
NOLSM32514472,2,Photo,1.656,13.848,14.912,20.141,198.369,89.806,498.533,3971.254,4961.86,4.916,91.913,30.051,29,45,2025-01-14
NOLSM32514473,2,Photo,0.864,18.798,15.19,20.095,199.746,90.042,499.88,4035.37,4997.816,5.157,92.214,30.024,29,46,2025-01-14
NOLSM32514474,2,Photo,1.509,20.623,14.92,20.022,200.151,89.943,500.495,3952.807,5010.755,5.103,91.814,29.994,29,47,2025-01-14
NOLSM32514475,2,Photo,0.898,11.16,15.235,19.996,200.102,90.086,500.148,3972.437,5005.046,4.875,91.75,29.855,29,48,2025-01-14
NOLSM32514476,2,Photo,0.756,15.33,14.932,19.946,199.726,89.88,499.369,4017.028,4988.968,4.997,91.756,30.069,29,49,2025-01-14
NOLSM32514477,2,Photo,1.324,12.215,14.837,19.88,199.354,90.121,499.026,4072.831,4978.522,5.137,91.878,29.965,29,50,2025-01-14
NOLSM32514478,2,Photo,1.872,19.715,14.89,19.985,199.749,89.778,499.706,4084.826,4990.93,4.916,92.03,29.95,29,51,2025-01-14
NOLSM32514479,2,Photo,1.356,16.154,15.104,19.746,199.772,90.113,499.961,4045.002,4995.312,5.041,92.201,29.997,29,52,2025-01-14
NOLSM32514480,2,Photo,0.556,17.709,15.141,20.084,200.139,90.014,500.148,4010.234,5001.915,5.155,91.962,29.913,29,53,2025-01-14
NOLSM32514481,2,Photo,0.83,16.449,14.946,19.88,199.082,89.935,499.082,3985.0,4981.043,4.964,91.917,29.893,29,54,2025-01-14
NOLSM32514482,1,Photo,1.752,13.503,14.939,20.239,201.349,90.033,502.85,4094.96,5139.236,4.843,91.569,29.944,9,1,2025-01-14
NOLSM32514483,1,Photo,1.155,12.439,15.228,19.882,200.485,89.94,499.319,3993.249,5069.187,4.804,91.826,30.012,9,2,2025-01-14
NOLSM32514484,1,Photo,0.732,12.582,15.053,20.082,202.574,90.072,500.487,4096.515,4984.017,5.078,93.4,30.062,9,3,2025-01-14
NOLSM32514485,2,Photo,1.035,14.155,14.917,20.303,200.452,89.98,505.384,4055.55,5034.319,5.074,88.847,29.883,9,4,2025-01-14
NOLSM32514486,2,Photo,0.7,17.967,14.719,20.02,202.807,90.197,496.9,3978.014,5011.983,5.124,92.698,30.062,9,5,2025-01-14
NOLSM32514487,2,Photo,1.304,14.143,14.941,20.155,200.53,89.931,498.326,4017.057,5030.424,5.12,93.661,29.919,9,6,2025-01-14
NOLSM32514488,3,Photo,0.845,13.634,15.03,20.062,203.254,89.895,499.731,3950.57,5045.945,5.191,90.597,29.945,9,7,2025-01-14
NOLSM32514489,3,Photo,0.932,16.81,15.06,20.053,200.613,90.041,498.484,4053.486,5009.081,5.09,93.88,30.109,9,8,2025-01-14
NOLSM32514490,1,Photo,1.13,16.646,14.874,19.869,204.044,90.082,497.261,4141.11,4984.768,4.966,91.715,29.934,9,9,2025-01-14
NOLSM32514491,1,Photo,1.516,12.53,14.775,19.772,201.823,89.914,502.24,4055.452,5126.306,4.957,93.488,29.803,9,10,2025-01-14
NOLSM32514492,1,Photo,1.768,12.075,15.076,19.923,205.226,89.961,505.524,3864.754,5051.617,5.162,93.6,30.023,9,11,2025-01-14
NOLSM32514493,2,Photo,1.337,12.86,14.895,19.99,196.752,90.172,492.394,3961.49,4936.011,4.932,91.847,30.023,9,12,2025-01-14
NOLSM32514494,2,Photo,1.112,14.36,15.192,20.087,203.603,89.96,493.483,4044.537,5047.523,5.151,92.779,29.832,9,13,2025-01-14
NOLSM32514495,2,Photo,1.669,16.254,14.869,20.098,201.616,90.099,507.871,4037.486,4962.79,5.081,90.281,30.046,9,14,2025-01-14
NOLSM32514496,3,Photo,0.662,14.596,14.987,20.002,200.224,89.98,500.567,4031.154,4979.026,4.995,91.182,30.079,9,15,2025-01-14
NOLSM32514497,3,Photo,1.181,15.784,14.873,19.805,195.125,89.965,498.861,4078.066,4973.295,5.054,93.313,29.838,9,16,2025-01-14
NOLSM32514498,3,Photo,1.308,13.447,15.08,20.18,200.603,90.08,504.616,3939.123,4936.653,5.053,88.749,29.937,9,17,2025-01-14
NOLSM32514499,1,Photo,1.48,17.586,14.897,19.955,200.55,89.992,503.979,4021.139,5077.041,5.043,93.059,29.981,9,18,2025-01-14
NOLSM32514500,1,Photo,0.902,16.416,14.8,20.055,198.543,90.039,505.293,3998.77,4983.746,4.942,93.468,29.977,9,19,2025-01-14
NOLSM32514501,1,Photo,1.032,15.77,14.762,20.056,199.981,90.037,505.791,3942.178,5071.62,5.129,92.098,30.12,9,20,2025-01-14
NOLSM32514502,2,Photo,1.184,15.417,15.201,20.022,198.189,89.984,502.362,4078.256,4880.921,4.936,93.996,30.008,9,21,2025-01-14
NOLSM32514503,2,Photo,1.965,12.347,14.859,19.971,199.691,89.921,502.804,4147.413,4925.646,4.852,91.172,29.948,9,22,2025-01-14
NOLSM32514504,2,Photo,0.855,13.273,15.146,20.003,203.226,89.984,498.948,4014.96,4917.864,4.889,96.73,29.956,9,23,2025-01-14
NOLSM32514505,3,Photo,0.348,14.092,15.063,20.143,201.402,89.959,504.087,4115.765,5108.039,4.83,92.698,30.093,9,24,2025-01-14
NOLSM32514506,3,Photo,1.275,10.815,14.948,19.964,201.881,90.012,504.115,4060.577,4957.218,5.074,90.323,29.99,9,25,2025-01-14
NOLSM32514507,1,Photo,1.101,10.754,15.128,20.043,198.631,90.02,504.349,4115.619,4991.59,5.196,92.324,29.951,9,26,2025-01-14
NOLSM32514508,1,Photo,0.931,17.53,14.968,20.053,200.506,89.916,504.29,4008.978,5075.684,4.797,90.355,29.942,9,27,2025-01-14
NOLSM32514509,3,Photo,2.183,16.694,15.055,19.963,194.887,90.063,494.684,3893.294,4866.566,4.653,88.636,29.918,29,1,2025-01-14
NOLSM32514510,1,Photo,1.749,19.873,15.058,19.881,195.216,90.082,495.086,3904.935,4880.964,4.915,88.704,30.019,29,2,2025-01-14
NOLSM32514511,1,Photo,1.893,10.295,14.803,20.003,195.528,90.163,495.287,3906.729,4883.415,5.008,88.611,30.045,29,3,2025-01-14
NOLSM32514512,1,Photo,2.277,14.598,14.852,20.086,194.676,90.077,494.661,3894.537,4868.115,4.809,89.142,29.973,29,4,2025-01-14
NOLSM32514513,2,Photo,1.652,16.449,15.085,20.146,195.711,90.065,495.803,3914.206,4892.966,4.958,88.741,30.147,29,5,2025-01-14
NOLSM32514514,2,Photo,0.714,19.603,15.002,20.062,199.778,89.96,499.736,3994.453,4993.113,5.117,91.855,30.136,29,6,2025-01-14
NOLSM32514515,2,Photo,0.852,15.542,14.867,19.977,200.523,90.086,500.375,4009.461,5011.52,4.911,92.468,29.991,29,7,2025-01-14
NOLSM32514516,3,Photo,1.086,18.19,15.041,20.022,201.572,89.942,501.717,4032.799,5041.071,4.962,92.197,30.07,29,8,2025-01-14
NOLSM32514517,3,Photo,0.815,19.111,15.146,19.9,200.445,89.967,500.366,4009.001,5011.221,4.97,92.384,30.054,29,9,2025-01-14
NOLSM32514518,3,Photo,0.766,17.78,15.054,20.185,200.531,90.162,500.571,4011.261,5014.171,4.918,92.38,30.051,29,10,2025-01-14
NOLSM32514519,1,Photo,0.583,20.166,14.92,20.21,200.795,90.029,500.84,4016.878,5021.105,5.079,91.743,30.007,29,11,2025-01-14
NOLSM32514520,1,Photo,0.845,14.891,15.095,19.924,198.817,89.885,498.821,3976.811,4971.007,4.975,91.75,29.911,29,12,2025-01-14
NOLSM32514521,1,Photo,1.157,15.373,15.131,20.106,198.741,89.775,498.69,3977.103,4971.312,4.974,92.217,29.974,29,13,2025-01-14
NOLSM32514522,2,Photo,1.2,19.853,14.839,20.055,200.479,90.104,500.182,4006.339,5007.82,4.892,92.271,30.011,29,14,2025-01-14
NOLSM32514523,2,Photo,0.887,12.43,14.68,19.874,200.084,90.024,500.163,3999.797,4999.857,4.966,91.994,30.123,29,15,2025-01-14
NOLSM32514524,3,Photo,1.106,14.497,14.827,20.125,199.936,90.116,499.706,3996.939,4996.258,4.988,91.681,29.877,29,16,2025-01-14
NOLSM32514525,3,Photo,1.149,10.503,14.944,20.06,199.026,90.085,498.961,3980.641,4975.744,4.946,91.219,30.083,29,17,2025-01-14
NOLSM32514526,3,Photo,1.312,20.304,14.993,19.915,198.514,90.056,498.574,3969.427,4961.61,4.823,92.033,30.013,29,18,2025-01-14
NOLSM32514527,1,Photo,0.686,12.645,15.196,20.104,199.955,90.018,499.963,3998.104,4997.735,5.01,92.103,29.844,29,19,2025-01-14
NOLSM32514528,1,Photo,1.021,16.141,15.051,19.999,200.472,90.006,500.433,4008.861,5010.748,5.152,91.885,29.94,29,20,2025-01-14
NOLSM32514529,1,Photo,0.887,19.287,15.135,19.999,200.09,90.055,500.124,4004.085,5004.952,4.708,91.701,29.939,29,21,2025-01-14
NOLSM32514530,2,Photo,0.662,14.557,14.924,20.014,199.553,90.177,499.431,3991.076,4989.145,4.809,91.683,30.001,29,22,2025-01-14
NOLSM32514531,2,Photo,0.96,18.783,14.801,19.927,199.111,89.95,499.307,3982.86,4978.637,5.055,91.877,30.081,29,23,2025-01-14
NOLSM32514532,3,Photo,1.112,14.688,14.93,20.036,199.637,89.95,499.797,3992.606,4990.779,4.78,92.065,29.999,29,24,2025-01-14
NOLSM32514533,3,Photo,0.685,20.068,15.069,20.126,199.753,89.842,499.79,3996.508,4995.577,5.07,92.248,29.968,29,25,2025-01-14
NOLSM32514534,1,Photo,0.912,12.003,15.016,19.872,199.853,89.953,499.896,4001.669,5001.994,5.116,91.904,29.915,29,26,2025-01-14
NOLSM32514535,1,Photo,1.006,10.497,14.871,20.048,199.343,90.0,499.262,3984.931,4981.387,5.028,91.704,29.906,29,27,2025-01-14
NOLSM32514536,1,Photo,1.42,17.515,14.907,20.0,191.116,90.088,495.98,3991.213,4966.89,4.949,92.588,30.083,10,28,2025-01-15
NOLSM32514537,1,Photo,0.713,16.573,14.917,19.911,202.763,89.951,500.551,4042.883,5036.701,5.143,90.992,29.966,10,29,2025-01-15
NOLSM32514538,1,Photo,0.631,17.265,15.215,20.017,193.886,90.177,502.371,3955.664,5039.051,5.216,95.761,29.995,10,30,2025-01-15
NOLSM32514539,1,Photo,1.848,12.468,14.877,19.9,197.899,90.077,503.51,4046.016,5063.618,5.254,90.81,30.003,10,31,2025-01-15
NOLSM32514540,1,Photo,1.861,14.796,15.197,19.947,199.873,89.98,498.714,4013.789,5118.518,5.19,90.897,29.896,10,32,2025-01-15
NOLSM32514541,1,Photo,1.755,16.265,14.972,20.006,200.117,90.054,495.295,4005.139,5010.036,5.003,94.329,29.929,10,33,2025-01-15
NOLSM32514542,1,Photo,1.061,17.155,15.075,19.846,204.52,89.887,494.538,4023.765,5047.648,4.885,90.351,30.083,10,34,2025-01-15
NOLSM32514543,1,Photo,1.572,12.745,15.222,20.087,202.944,89.999,498.258,4014.131,4928.714,5.038,89.983,29.99,10,35,2025-01-15
NOLSM32514544,1,Photo,1.09,13.384,15.122,19.906,202.503,90.02,505.737,4024.316,4984.23,5.118,93.595,29.984,10,36,2025-01-15
NOLSM32514545,1,Photo,0.93,15.239,15.134,19.875,196.156,89.929,502.548,4041.715,4934.091,4.895,90.559,30.06,10,37,2025-01-15
NOLSM32514546,1,Photo,1.448,18.14,14.904,19.974,201.539,89.911,502.652,4057.633,5003.028,4.776,89.072,30.11,10,38,2025-01-15
NOLSM32514547,1,Photo,1.8,14.946,15.085,20.134,201.216,90.147,502.089,3953.195,5103.943,5.086,91.548,30.128,10,39,2025-01-15
NOLSM32514548,1,Photo,1.336,12.407,14.959,19.811,203.762,90.057,499.084,4081.851,4965.412,5.156,91.867,30.04,10,40,2025-01-15
NOLSM32514549,1,Photo,0.624,14.041,14.961,20.188,199.995,89.8,505.739,3982.098,5009.221,4.969,88.838,29.986,10,41,2025-01-15
NOLSM32514550,1,Photo,0.754,18.244,14.819,19.829,197.052,90.017,494.9,4041.217,5018.16,5.133,90.308,29.921,10,42,2025-01-15
NOLSM32514551,1,Photo,0.871,17.346,15.05,20.147,201.383,89.914,504.227,4014.766,5118.385,5.095,92.659,30.176,10,43,2025-01-15
NOLSM32514552,1,Photo,2.07,16.06,15.209,20.065,198.376,89.845,499.867,4001.342,5037.602,5.011,91.362,30.092,10,44,2025-01-15
NOLSM32514553,1,Photo,1.102,19.168,15.012,19.959,197.651,90.085,500.582,4054.491,5038.721,4.874,92.662,30.06,10,45,2025-01-15
NOLSM32514554,1,Photo,1.171,18.95,14.923,20.099,202.481,90.112,494.982,3957.235,5100.337,4.925,92.835,30.031,10,46,2025-01-15
NOLSM32514555,1,Photo,0.964,13.932,14.962,20.186,199.001,89.816,499.27,4087.941,5088.142,5.241,93.313,29.982,10,47,2025-01-15
NOLSM32514556,1,Photo,1.559,18.811,15.018,20.091,198.116,89.948,501.125,4025.611,5023.352,5.061,90.814,29.898,10,48,2025-01-15
NOLSM32514557,1,Photo,0.844,20.804,14.873,19.897,200.931,90.102,493.297,4037.071,4963.517,4.957,92.384,30.001,10,49,2025-01-15
NOLSM32514558,1,Photo,1.703,11.145,15.027,19.968,198.979,89.834,500.704,4014.057,5123.492,4.953,92.135,29.87,10,50,2025-01-15
NOLSM32514559,1,Photo,1.222,15.378,15.022,20.061,203.073,90.186,500.799,3985.43,5045.041,5.1,92.046,30.081,10,51,2025-01-15
NOLSM32514560,1,Photo,1.522,12.531,14.965,19.901,202.58,90.162,498.784,4047.608,5090.781,5.098,91.321,30.041,10,52,2025-01-15
NOLSM32514561,1,Photo,1.531,19.854,14.893,20.02,205.445,90.029,500.943,3955.38,4986.335,5.133,92.965,30.174,10,53,2025-01-15
NOLSM32514562,1,Photo,0.362,16.148,15.076,20.157,204.31,90.108,501.875,4062.614,5013.772,5.027,90.861,30.214,10,54,2025-01-15
NOLSM32514563,3,Photo,1.725,17.656,14.956,19.86,199.484,90.102,499.348,3989.817,4987.183,5.088,92.389,29.979,30,28,2025-01-15
NOLSM32514564,3,Photo,1.796,16.934,15.049,20.045,200.718,90.071,500.891,4014.456,5017.941,5.22,92.268,29.924,30,29,2025-01-15
NOLSM32514565,3,Photo,1.726,10.937,15.082,19.894,200.461,90.137,500.494,4006.458,5008.345,5.084,91.668,30.13,30,30,2025-01-15
NOLSM32514566,3,Photo,1.003,12.297,14.893,19.933,198.974,90.268,499.007,3981.066,4975.717,4.892,91.574,29.955,30,31,2025-01-15
NOLSM32514567,3,Photo,1.611,15.061,15.142,20.114,198.791,90.004,499.003,3977.11,4971.061,4.857,91.254,29.827,30,32,2025-01-15
NOLSM32514568,3,Photo,1.127,13.737,14.949,19.928,198.92,89.932,499.061,3979.15,4974.171,5.008,91.914,29.92,30,33,2025-01-15
NOLSM32514569,3,Photo,0.629,17.311,14.771,19.724,199.795,89.946,499.616,3993.635,4991.95,5.033,91.826,30.117,30,34,2025-01-15
NOLSM32514570,3,Photo,1.486,12.629,14.993,20.053,199.0,89.914,498.948,3979.666,4974.498,4.991,91.574,29.993,30,35,2025-01-15
NOLSM32514571,3,Photo,1.858,17.355,15.306,19.913,198.629,89.905,498.464,3971.297,4964.427,4.958,91.31,29.853,30,36,2025-01-15
NOLSM32514572,3,Photo,1.642,10.325,14.961,20.108,198.419,90.081,498.293,3964.1,4955.123,5.063,91.233,29.844,30,37,2025-01-15
NOLSM32514573,3,Photo,0.816,20.262,15.085,19.932,198.331,90.101,498.267,3966.3,4957.709,4.966,91.726,29.885,30,38,2025-01-15
NOLSM32514574,3,Photo,0.653,17.916,14.942,20.063,198.602,90.202,498.523,3970.689,4963.262,4.905,92.125,29.879,30,39,2025-01-15
NOLSM32514575,3,Photo,0.77,16.425,15.016,19.957,199.577,89.99,499.624,3993.343,4991.74,4.951,92.0,29.998,30,40,2025-01-15
NOLSM32514576,3,Photo,0.745,17.492,15.061,20.14,199.797,89.915,499.442,3993.943,4992.436,4.854,91.374,30.001,30,41,2025-01-15
NOLSM32514577,3,Photo,1.62,16.156,14.909,19.794,197.749,90.05,497.771,3954.781,4943.21,4.876,91.551,30.027,30,42,2025-01-15
NOLSM32514578,3,Photo,1.037,19.102,15.096,20.023,198.49,90.045,498.419,3970.34,4962.983,4.964,91.584,30.121,30,43,2025-01-15
NOLSM32514579,3,Photo,1.089,18.912,15.032,20.114,198.267,89.946,498.479,3971.045,4964.098,4.929,91.547,29.855,30,44,2025-01-15
NOLSM32514580,3,Photo,1.251,13.958,15.1,20.077,198.59,89.823,498.68,3973.952,4967.734,4.96,91.963,30.104,30,45,2025-01-15
NOLSM32514581,3,Photo,0.606,18.889,14.883,20.015,199.659,90.135,499.808,3997.306,4996.481,4.866,92.349,30.073,30,46,2025-01-15
NOLSM32514582,3,Photo,0.658,20.681,14.888,20.208,203.031,89.97,502.762,4058.864,5073.674,5.157,93.418,29.814,30,47,2025-01-15
NOLSM32514583,3,Photo,1.104,11.304,14.861,19.947,203.343,90.099,503.444,4068.291,5085.22,5.153,92.878,30.117,30,48,2025-01-15
NOLSM32514584,3,Photo,0.259,15.374,14.99,20.088,202.221,90.059,502.011,4039.009,5048.769,5.21,93.153,29.803,30,49,2025-01-15
NOLSM32514585,3,Photo,0.912,12.437,14.975,20.015,201.872,89.69,501.901,4037.081,5046.623,5.011,93.373,29.999,30,50,2025-01-15
NOLSM32514586,3,Photo,0.995,19.854,14.904,19.856,202.616,89.937,502.874,4053.743,5067.234,5.032,92.978,30.006,30,51,2025-01-15
NOLSM32514587,3,Photo,0.459,16.027,14.732,19.987,202.385,90.123,502.596,4051.988,5064.953,5.039,94.412,30.024,30,52,2025-01-15
NOLSM32514588,3,Photo,1.176,17.671,14.86,19.896,205.14,90.134,505.273,4103.02,5128.82,4.987,93.653,29.943,30,53,2025-01-15
NOLSM32514589,3,Photo,0.565,16.521,15.08,19.954,203.573,89.902,503.499,4068.342,5085.26,4.948,93.746,29.968,30,54,2025-01-15
NOLSM32514590,1,Photo,0.895,13.812,15.012,20.151,191.141,89.966,499.21,3991.2,4966.691,4.935,92.564,30.045,10,1,2025-01-15
NOLSM32514591,2,Photo,1.643,14.256,15.045,19.906,202.959,90.054,500.523,4043.033,5036.704,5.027,90.926,30.046,10,2,2025-01-15
NOLSM32514592,2,Photo,2.181,17.348,15.033,20.096,193.864,90.018,494.398,3955.779,5039.095,5.233,95.735,29.837,10,3,2025-01-15
NOLSM32514593,2,Photo,1.852,12.545,15.012,20.102,197.82,90.004,501.609,4045.864,5063.412,5.062,90.746,29.941,10,4,2025-01-15
NOLSM32514594,3,Photo,1.2,14.633,15.103,20.05,199.728,90.08,498.989,4013.941,5118.364,4.903,90.927,30.065,10,5,2025-01-15
NOLSM32514595,3,Photo,0.961,16.347,15.238,20.067,199.966,90.073,504.978,4005.105,5009.931,5.014,94.695,29.744,10,6,2025-01-15
NOLSM32514596,1,Photo,0.049,17.492,15.144,20.165,204.409,90.123,499.799,4023.816,5047.647,4.966,90.46,30.183,10,7,2025-01-15
NOLSM32514597,1,Photo,1.586,12.797,14.928,19.921,202.935,89.843,500.382,4013.975,4928.914,4.837,89.823,30.18,10,8,2025-01-15
NOLSM32514598,1,Photo,1.605,13.452,15.078,19.952,202.233,90.096,503.32,4024.492,4984.087,5.099,93.493,30.072,10,9,2025-01-15
NOLSM32514599,2,Photo,1.572,15.354,14.862,20.058,196.093,89.942,499.675,4041.727,4933.999,4.856,90.146,30.072,10,10,2025-01-15
NOLSM32514600,2,Photo,1.106,18.252,14.961,19.933,201.308,90.016,500.152,4057.631,5002.789,4.66,89.178,29.914,10,11,2025-01-15
NOLSM32514601,3,Photo,1.578,15.019,14.966,19.98,201.417,89.931,502.51,3953.159,5104.159,4.955,91.455,30.118,10,12,2025-01-15
NOLSM32514602,3,Photo,0.574,12.249,15.202,19.765,203.752,90.014,502.919,4081.845,4965.493,5.186,91.899,29.741,10,13,2025-01-15
NOLSM32514603,1,Photo,1.136,14.025,14.84,19.951,200.178,90.173,502.284,3981.94,5008.934,4.975,88.951,29.854,10,14,2025-01-15
NOLSM32514604,1,Photo,1.665,18.128,15.014,19.984,196.96,90.046,496.721,4040.984,5018.099,5.077,90.205,30.025,10,15,2025-01-15
NOLSM32514605,1,Photo,2.024,11.568,14.939,19.843,201.402,90.223,504.477,4014.841,5118.381,5.133,92.312,29.933,10,16,2025-01-15
NOLSM32514606,2,Photo,1.959,15.582,15.064,19.834,198.544,90.172,503.767,3964.248,5037.529,5.03,91.221,30.11,10,17,2025-01-15
NOLSM32514607,2,Photo,1.27,14.297,14.911,19.982,197.636,89.915,500.233,4021.679,5038.674,5.085,92.702,30.173,10,18,2025-01-15
NOLSM32514608,2,Photo,1.173,18.539,14.979,19.855,202.434,90.033,504.905,3929.239,5100.338,4.98,92.797,30.047,10,19,2025-01-15
NOLSM32514609,3,Photo,0.819,16.576,14.927,20.004,198.898,90.013,502.875,4106.937,5088.16,5.021,93.422,29.9,10,20,2025-01-15
NOLSM32514610,3,Photo,1.421,12.796,14.989,19.996,198.238,89.891,494.043,3956.088,5023.311,4.962,90.802,29.903,10,21,2025-01-15
NOLSM32514611,3,Photo,1.163,15.6,15.135,19.987,200.956,90.072,502.544,3977.038,4963.665,5.179,92.33,30.07,10,22,2025-01-15
NOLSM32514612,1,Photo,1.615,16.765,14.821,19.836,199.107,89.896,500.863,4006.128,5123.561,5.009,92.14,29.911,10,23,2025-01-15
NOLSM32514613,1,Photo,1.155,14.562,15.048,19.91,203.076,89.958,500.87,4097.273,5045.104,5.176,92.269,29.876,10,24,2025-01-15
NOLSM32514614,1,Photo,1.566,15.454,15.051,19.895,202.364,89.931,498.988,3872.969,5090.88,5.162,91.256,29.887,10,25,2025-01-15
NOLSM32514615,2,Photo,1.438,15.835,15.044,20.104,205.537,89.883,500.933,4022.173,4986.153,4.914,93.084,29.975,10,26,2025-01-15
NOLSM32514616,2,Photo,0.865,20.653,15.109,19.826,200.991,89.852,502.32,3988.343,5013.916,4.956,91.139,30.027,10,27,2025-01-15
NOLSM32514617,1,Photo,1.034,17.639,14.924,20.054,199.494,89.924,499.353,3989.804,4987.268,4.844,92.598,29.995,30,1,2025-01-15
NOLSM32514618,2,Photo,0.643,17.101,15.128,19.957,200.482,89.979,500.668,4014.549,5017.948,5.108,92.146,30.281,30,2,2025-01-15
NOLSM32514619,2,Photo,0.992,11.063,15.004,20.064,200.184,90.038,500.416,4006.502,5008.074,5.169,91.725,30.119,30,3,2025-01-15
NOLSM32514620,2,Photo,1.104,12.332,15.008,20.02,199.081,90.174,499.072,3980.878,4976.184,5.085,91.701,29.934,30,4,2025-01-15
