No_Die,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,Datetime
NOLSM32515115,3,Oxidation,dry,889.99,O2,22.15,0.18,29,712.26,18,37,2025-01-23
NOLSM32515116,3,Oxidation,dry,889.21,O2,22.23,0.27,29,712.39,18,38,2025-01-23
NOLSM32515117,3,Oxidation,dry,880.33,O2,22.1,0.37,30,712.13,18,39,2025-01-23
NOLSM32515118,3,Oxidation,dry,874.05,O2,22.01,0.09,224,713.9,18,40,2025-01-23
NOLSM32515119,3,Oxidation,dry,880.44,O2,22.2,0.35,224,713.12,18,41,2025-01-23
NOLSM32515120,3,Oxidation,dry,883.1,O2,22.13,0.22,224,713.71,18,42,2025-01-23
NOLSM32515121,3,Oxidation,dry,889.19,O2,22.12,0.07,225,714.58,18,43,2025-01-23
NOLSM32515122,3,Oxidation,dry,873.19,O2,22.04,0.04,224,713.51,18,44,2025-01-23
NOLSM32515123,3,Oxidation,dry,882.85,O2,22.18,0.2,223,712.98,18,45,2025-01-23
NOLSM32515124,3,Oxidation,dry,889.23,O2,22.06,0.2,32,713.49,18,46,2025-01-23
NOLSM32515125,3,Oxidation,dry,872.0,O2,22.18,0.3,31,713.32,18,47,2025-01-23
NOLSM32515126,3,Oxidation,dry,882.52,O2,22.02,0.27,31,714.09,18,48,2025-01-23
NOLSM32515127,3,Oxidation,dry,890.36,O2,22.1,0.28,33,713.99,18,49,2025-01-23
NOLSM32515128,3,Oxidation,dry,880.64,O2,22.26,0.07,33,715.18,18,50,2025-01-23
NOLSM32515129,3,Oxidation,dry,873.92,O2,22.11,0.27,32,713.05,18,51,2025-01-23
NOLSM32515130,3,Oxidation,dry,884.21,O2,21.99,0.24,29,713.13,18,52,2025-01-23
NOLSM32515131,3,Oxidation,dry,878.23,O2,22.25,0.34,29,713.99,18,53,2025-01-23
NOLSM32515132,3,Oxidation,dry,882.32,O2,21.98,0.33,224,713.87,18,54,2025-01-23
NOLSM32515133,2,Oxidation,dry,870.13,O2,22.31,0.24,195,688.25,18,1,2025-01-23
NOLSM32515134,2,Oxidation,dry,870.84,O2,22.29,0.17,199,690.89,18,2,2025-01-23
NOLSM32515135,2,Oxidation,dry,870.89,O2,22.17,0.21,215,704.83,18,3,2025-01-23
NOLSM32515136,2,Oxidation,dry,871.7,O2,22.3,0.07,218,708.04,18,4,2025-01-23
NOLSM32515137,3,Oxidation,dry,871.57,O2,22.2,0.32,223,712.54,18,5,2025-01-23
NOLSM32515138,3,Oxidation,dry,872.04,O2,22.29,0.21,223,712.31,18,6,2025-01-23
NOLSM32515139,3,Oxidation,dry,871.9,O2,22.25,0.36,223,712.37,18,7,2025-01-23
NOLSM32515140,3,Oxidation,dry,872.39,O2,22.15,0.25,224,713.84,18,8,2025-01-23
NOLSM32515141,3,Oxidation,dry,872.34,O2,22.39,0.19,224,713.59,18,9,2025-01-23
NOLSM32515142,3,Oxidation,dry,872.42,O2,22.27,0.14,223,712.44,18,10,2025-01-23
NOLSM32515143,3,Oxidation,dry,872.53,O2,22.1,0.27,223,712.36,18,11,2025-01-23
NOLSM32515144,3,Oxidation,dry,872.31,O2,22.24,0.09,223,712.27,18,12,2025-01-23
NOLSM32515145,1,Oxidation,dry,872.41,O2,22.27,0.28,224,713.64,18,13,2025-01-23
NOLSM32515146,1,Oxidation,dry,872.02,O2,22.31,0.32,224,713.11,18,14,2025-01-23
NOLSM32515147,1,Oxidation,dry,872.43,O2,22.19,0.39,224,713.59,18,15,2025-01-23
NOLSM32515148,1,Oxidation,dry,872.6,O2,22.07,0.28,225,714.74,18,16,2025-01-23
NOLSM32515149,1,Oxidation,dry,872.3,O2,22.27,0.33,224,713.33,18,17,2025-01-23
NOLSM32515150,1,Oxidation,dry,872.15,O2,22.02,0.36,223,712.93,18,18,2025-01-23
NOLSM32515151,1,Oxidation,dry,872.05,O2,22.19,0.2,224,713.37,18,19,2025-01-23
NOLSM32515152,1,Oxidation,dry,871.39,O2,22.28,0.04,224,713.25,18,20,2025-01-23
NOLSM32515153,2,Oxidation,dry,871.73,O2,22.1,0.25,225,713.91,18,21,2025-01-23
NOLSM32515154,2,Oxidation,dry,871.5,O2,22.3,0.25,224,713.94,18,22,2025-01-23
NOLSM32515155,2,Oxidation,dry,872.4,O2,22.1,0.12,226,715.2,18,23,2025-01-23
NOLSM32515156,2,Oxidation,dry,871.12,O2,22.05,0.27,223,712.82,18,24,2025-01-23
NOLSM32515157,2,Oxidation,dry,871.61,O2,22.05,0.21,223,712.92,18,25,2025-01-23
NOLSM32515158,2,Oxidation,dry,871.76,O2,22.03,0.27,224,713.99,18,26,2025-01-23
NOLSM32515159,2,Oxidation,dry,871.21,O2,22.11,0.1,224,713.82,18,27,2025-01-23
NOLSM32515160,1,Oxidation,dry,872.83,O2,22.08,0.07,226,715.12,19,28,2025-01-24
NOLSM32515161,1,Oxidation,dry,874.29,O2,22.22,0.24,226,715.41,19,29,2025-01-24
NOLSM32515162,1,Oxidation,dry,874.59,O2,22.22,0.08,226,715.48,19,30,2025-01-24
NOLSM32515163,1,Oxidation,dry,878.89,O2,22.07,0.12,227,717.03,19,31,2025-01-24
NOLSM32515164,1,Oxidation,dry,873.91,O2,22.17,0.23,227,715.91,19,32,2025-01-24
NOLSM32515165,1,Oxidation,dry,877.57,O2,22.14,0.16,226,715.44,19,33,2025-01-24
NOLSM32515166,1,Oxidation,dry,879.66,O2,22.1,0.32,224,713.89,19,34,2025-01-24
NOLSM32515167,1,Oxidation,dry,879.17,O2,21.94,0.14,224,713.61,19,35,2025-01-24
NOLSM32515168,1,Oxidation,dry,874.1,O2,22.11,0.32,224,713.69,19,36,2025-01-24
NOLSM32515169,1,Oxidation,dry,871.86,O2,21.96,0.31,32,715.07,19,37,2025-01-24
NOLSM32515170,1,Oxidation,dry,891.62,O2,22.05,0.3,32,713.66,19,38,2025-01-24
NOLSM32515171,1,Oxidation,dry,874.15,O2,21.94,0.22,32,712.99,19,39,2025-01-24
NOLSM32515172,1,Oxidation,dry,879.09,O2,22.2,0.3,32,715.42,19,40,2025-01-24
NOLSM32515173,1,Oxidation,dry,890.75,O2,21.97,0.18,31,715.57,19,41,2025-01-24
NOLSM32515174,1,Oxidation,dry,873.42,O2,32.86,0.3,32,714.59,19,42,2025-01-24
NOLSM32515175,1,Oxidation,dry,881.62,O2,31.94,0.39,31,716.64,19,43,2025-01-24
NOLSM32515176,1,Oxidation,dry,884.02,O2,39.46,0.17,34,716.38,19,44,2025-01-24
NOLSM32515177,1,Oxidation,dry,871.8,O2,32.79,0.33,33,716.29,19,45,2025-01-24
NOLSM32515178,1,Oxidation,dry,884.36,O2,38.25,0.14,32,710.07,19,46,2025-01-24
NOLSM32515179,1,Oxidation,dry,872.24,O2,40.1,0.14,220,709.41,19,47,2025-01-24
NOLSM32515180,1,Oxidation,dry,874.75,O2,35.76,0.25,220,710.08,19,48,2025-01-24
NOLSM32515181,1,Oxidation,dry,884.15,O2,28.64,0.24,222,711.63,19,49,2025-01-24
NOLSM32515182,1,Oxidation,dry,881.7,O2,34.51,0.06,220,709.86,19,50,2025-01-24
NOLSM32515183,1,Oxidation,dry,891.87,O2,34.7,0.27,32,709.43,19,51,2025-01-24
NOLSM32515184,1,Oxidation,dry,877.72,O2,32.47,0.18,32,709.14,19,52,2025-01-24
NOLSM32515185,1,Oxidation,dry,875.93,O2,38.16,0.34,32,710.62,19,53,2025-01-24
NOLSM32515186,1,Oxidation,dry,880.17,O2,33.72,0.16,32,707.07,19,54,2025-01-24
NOLSM32515187,2,Oxidation,dry,872.03,O2,21.93,0.28,226,715.07,19,1,2025-01-24
NOLSM32515188,2,Oxidation,dry,870.9,O2,22.2,0.21,226,715.36,19,2,2025-01-24
NOLSM32515189,3,Oxidation,dry,871.42,O2,22.02,0.1,226,715.58,19,3,2025-01-24
NOLSM32515190,3,Oxidation,dry,871.84,O2,22.2,-0.01,227,716.9,19,4,2025-01-24
NOLSM32515191,3,Oxidation,dry,872.29,O2,22.06,0.17,227,716.04,19,5,2025-01-24
NOLSM32515192,3,Oxidation,dry,871.99,O2,22.08,0.35,226,715.56,19,6,2025-01-24
NOLSM32515193,3,Oxidation,dry,871.73,O2,22.08,0.24,224,713.97,19,7,2025-01-24
NOLSM32515194,3,Oxidation,dry,870.57,O2,22.11,0.28,224,713.51,19,8,2025-01-24
NOLSM32515195,3,Oxidation,dry,871.38,O2,22.07,0.22,224,713.48,19,9,2025-01-24
NOLSM32515196,3,Oxidation,dry,871.38,O2,22.09,0.2,225,714.81,19,10,2025-01-24
NOLSM32515197,3,Oxidation,dry,872.16,O2,22.25,0.24,224,713.7,19,11,2025-01-24
NOLSM32515198,1,Oxidation,dry,871.58,O2,21.95,0.12,223,712.89,19,12,2025-01-24
NOLSM32515199,1,Oxidation,dry,871.39,O2,22.05,0.15,226,715.54,19,13,2025-01-24
NOLSM32515200,1,Oxidation,dry,871.77,O2,22.04,0.21,226,715.55,19,14,2025-01-24
NOLSM32515201,1,Oxidation,dry,870.44,O2,22.18,0.22,225,714.42,19,15,2025-01-24
NOLSM32515202,1,Oxidation,dry,871.54,O2,21.8,0.22,227,716.49,19,16,2025-01-24
NOLSM32515203,1,Oxidation,dry,871.13,O2,22.02,0.27,227,716.53,19,17,2025-01-24
NOLSM32515204,1,Oxidation,dry,870.96,O2,22.06,0.09,227,716.34,19,18,2025-01-24
NOLSM32515205,1,Oxidation,dry,871.33,O2,22.16,0.23,220,710.14,19,19,2025-01-24
NOLSM32515206,1,Oxidation,dry,871.28,O2,22.06,0.03,220,709.45,19,20,2025-01-24
NOLSM32515207,2,Oxidation,dry,872.44,O2,22.16,0.19,220,710.23,19,21,2025-01-24
NOLSM32515208,2,Oxidation,dry,873.0,O2,21.97,0.26,222,711.7,19,22,2025-01-24
NOLSM32515209,2,Oxidation,dry,871.77,O2,22.27,0.2,220,709.79,19,23,2025-01-24
NOLSM32515210,2,Oxidation,dry,872.18,O2,22.17,0.35,220,709.7,19,24,2025-01-24
NOLSM32515211,2,Oxidation,dry,871.71,O2,22.18,0.18,219,709.19,19,25,2025-01-24
NOLSM32515212,2,Oxidation,dry,872.21,O2,22.21,0.2,221,710.61,19,26,2025-01-24
NOLSM32515213,2,Oxidation,dry,871.72,O2,22.11,0.12,217,707.04,19,27,2025-01-24
NOLSM32515214,1,Oxidation,dry,890.95,O2,22.1,0.32,31,706.8,20,28,2025-01-25
NOLSM32515215,1,Oxidation,dry,877.06,O2,22.38,0.15,32,705.88,20,29,2025-01-25
NOLSM32515216,1,Oxidation,dry,887.65,O2,22.14,0.14,31,707.52,20,30,2025-01-25
NOLSM32515217,1,Oxidation,dry,886.97,O2,22.04,0.19,34,706.91,20,31,2025-01-25
NOLSM32515218,1,Oxidation,dry,881.2,O2,22.22,0.19,33,709.73,20,32,2025-01-25
NOLSM32515219,1,Oxidation,dry,874.38,O2,22.13,0.09,32,709.17,20,33,2025-01-25
NOLSM32515220,1,Oxidation,dry,882.44,O2,22.01,0.19,32,709.78,20,34,2025-01-25
NOLSM32515221,1,Oxidation,dry,875.71,O2,21.98,0.19,32,709.19,20,35,2025-01-25
NOLSM32515222,1,Oxidation,dry,886.65,O2,22.15,0.26,32,713.74,20,36,2025-01-25
NOLSM32515223,1,Oxidation,dry,881.22,O2,21.97,0.12,31,712.73,20,37,2025-01-25
NOLSM32515224,1,Oxidation,dry,891.17,O2,22.34,0.02,32,714.49,20,38,2025-01-25
NOLSM32515225,1,Oxidation,dry,876.22,O2,22.08,0.44,30,715.38,20,39,2025-01-25
NOLSM32515226,1,Oxidation,dry,874.41,O2,22.1,0.21,28,712.94,20,40,2025-01-25
NOLSM32515227,1,Oxidation,dry,880.4,O2,22.24,0.36,31,710.39,20,41,2025-01-25
NOLSM32515228,1,Oxidation,dry,889.88,O2,22.25,0.34,30,711.36,20,42,2025-01-25
NOLSM32515229,1,Oxidation,dry,877.06,O2,22.05,0.02,27,712.25,20,43,2025-01-25
NOLSM32515230,1,Oxidation,dry,876.51,O2,22.11,0.22,27,712.61,20,44,2025-01-25
NOLSM32515231,1,Oxidation,dry,874.94,O2,22.14,0.23,27,711.75,20,45,2025-01-25
NOLSM32515232,1,Oxidation,dry,887.15,O2,22.25,0.12,24,711.58,20,46,2025-01-25
NOLSM32515233,1,Oxidation,dry,876.84,O2,22.1,0.22,23,711.95,20,47,2025-01-25
NOLSM32515234,1,Oxidation,dry,887.32,O2,22.13,0.26,23,711.75,20,48,2025-01-25
NOLSM32515235,1,Oxidation,dry,886.48,O2,22.23,0.22,23,712.9,20,49,2025-01-25
NOLSM32515236,1,Oxidation,dry,886.83,O2,22.1,0.17,24,711.84,20,50,2025-01-25
NOLSM32515237,1,Oxidation,dry,884.77,O2,22.31,0.25,25,711.78,20,51,2025-01-25
NOLSM32515238,1,Oxidation,dry,884.41,O2,22.1,0.35,25,711.21,20,52,2025-01-25
NOLSM32515239,1,Oxidation,dry,884.93,O2,22.12,0.25,25,712.59,20,53,2025-01-25
NOLSM32515240,1,Oxidation,dry,876.6,O2,22.21,0.25,25,714.03,20,54,2025-01-25
NOLSM32515241,2,Oxidation,dry,871.53,O2,22.13,0.27,217,706.61,20,1,2025-01-25
NOLSM32515242,3,Oxidation,dry,871.41,O2,22.16,0.24,216,705.7,20,2,2025-01-25
NOLSM32515243,3,Oxidation,dry,872.05,O2,22.15,0.14,218,707.41,20,3,2025-01-25
NOLSM32515244,3,Oxidation,dry,871.3,O2,22.12,0.11,217,706.82,20,4,2025-01-25
NOLSM32515245,3,Oxidation,dry,871.66,O2,22.13,0.15,220,709.67,20,5,2025-01-25
NOLSM32515246,3,Oxidation,dry,871.99,O2,22.1,0.12,219,708.87,20,6,2025-01-25
NOLSM32515247,3,Oxidation,dry,871.47,O2,22.06,0.29,220,709.6,20,7,2025-01-25
NOLSM32515248,3,Oxidation,dry,871.75,O2,22.07,0.27,220,709.44,20,8,2025-01-25
NOLSM32515249,3,Oxidation,dry,872.36,O2,22.12,0.09,220,709.17,20,9,2025-01-25
NOLSM32515250,1,Oxidation,dry,872.27,O2,22.36,0.2,221,710.65,20,10,2025-01-25
NOLSM32515251,1,Oxidation,dry,871.87,O2,22.08,0.05,221,711.18,20,11,2025-01-25
NOLSM32515252,1,Oxidation,dry,872.44,O2,22.09,0.06,222,711.29,20,12,2025-01-25
NOLSM32515253,1,Oxidation,dry,872.22,O2,22.18,0.27,220,709.65,20,13,2025-01-25
NOLSM32515254,1,Oxidation,dry,871.96,O2,22.07,0.17,221,710.25,20,14,2025-01-25
NOLSM32515255,1,Oxidation,dry,871.95,O2,22.44,0.24,222,711.21,20,15,2025-01-25
NOLSM32515256,1,Oxidation,dry,872.25,O2,22.28,0.11,223,712.21,20,16,2025-01-25
NOLSM32515257,1,Oxidation,dry,871.85,O2,22.09,0.23,223,712.54,20,17,2025-01-25
NOLSM32515258,1,Oxidation,dry,871.99,O2,21.94,0.19,222,711.62,20,18,2025-01-25
NOLSM32515259,2,Oxidation,dry,871.83,O2,22.04,0.16,222,711.4,20,19,2025-01-25
NOLSM32515260,2,Oxidation,dry,872.44,O2,22.08,-0.03,222,712.18,20,20,2025-01-25
NOLSM32515261,2,Oxidation,dry,871.64,O2,22.13,0.23,222,711.67,20,21,2025-01-25
NOLSM32515262,2,Oxidation,dry,871.94,O2,22.1,0.2,223,712.84,20,22,2025-01-25
NOLSM32515263,2,Oxidation,dry,871.69,O2,22.23,0.3,222,711.82,20,23,2025-01-25
NOLSM32515264,2,Oxidation,dry,871.99,O2,21.99,0.4,222,711.65,20,24,2025-01-25
NOLSM32515265,2,Oxidation,dry,871.08,O2,21.98,0.34,222,711.15,20,25,2025-01-25
NOLSM32515266,2,Oxidation,dry,871.41,O2,22.16,0.34,223,712.65,20,26,2025-01-25
NOLSM32515267,3,Oxidation,dry,871.93,O2,22.19,0.07,224,714.02,20,27,2025-01-25
NOLSM32515268,1,Oxidation,wet,1154.31,H2O,32.75,0.21,62,699.45,1,28,2025-02-02
NOLSM32515269,1,Oxidation,wet,1235.89,H2O,31.85,0.1,137,708.14,1,29,2025-02-02
NOLSM32515270,1,Oxidation,dry,1066.47,O2,39.37,0.26,128,696.01,1,30,2025-02-02
NOLSM32515271,1,Oxidation,dry,1133.72,O2,32.76,0.41,90,708.33,1,31,2025-02-02
NOLSM32515272,1,Oxidation,wet,1002.15,H2O,38.14,0.23,98,709.24,1,32,2025-02-02
NOLSM32515273,1,Oxidation,wet,991.83,H2O,39.88,0.23,132,720.51,1,33,2025-02-02
NOLSM32515274,1,Oxidation,dry,1143.04,O2,35.61,0.17,74,709.96,1,34,2025-02-02
NOLSM32515275,1,Oxidation,wet,1099.89,H2O,28.59,0.23,291,696.34,1,35,2025-02-02
NOLSM32515276,1,Oxidation,dry,1053.55,O2,34.54,0.02,61,713.09,1,36,2025-02-02
NOLSM32515277,1,Oxidation,wet,1116.94,H2O,35.03,0.16,117,725.93,1,37,2025-02-02
NOLSM32515278,1,Oxidation,dry,1091.44,O2,32.66,0.3,87,688.92,1,38,2025-02-02
NOLSM32515279,1,Oxidation,wet,1130.88,H2O,37.95,0.32,80,708.54,1,39,2025-02-02
NOLSM32515280,1,Oxidation,dry,1196.34,O2,33.8,0.22,149,716.01,1,40,2025-02-02
NOLSM32515281,1,Oxidation,dry,1102.1,O2,28.92,0.24,149,703.66,1,41,2025-02-02
NOLSM32515282,1,Oxidation,dry,1028.49,O2,49.92,0.23,101,721.12,1,42,2025-02-02
NOLSM32515283,1,Oxidation,dry,1112.45,O2,32.43,0.35,112,703.72,1,43,2025-02-02
NOLSM32515284,1,Oxidation,dry,1105.53,O2,32.92,0.03,101,702.4,1,44,2025-02-02
NOLSM32515285,1,Oxidation,wet,1011.04,H2O,36.47,0.07,148,707.12,1,45,2025-02-02
NOLSM32515286,1,Oxidation,wet,1027.33,H2O,35.37,0.4,157,719.68,1,46,2025-02-02
NOLSM32515287,1,Oxidation,dry,1049.4,O2,36.79,0.31,147,709.76,1,47,2025-02-02
NOLSM32515288,1,Oxidation,dry,1002.58,O2,25.62,0.14,56,708.23,1,48,2025-02-02
NOLSM32515289,1,Oxidation,dry,1090.99,O2,42.43,0.23,84,696.29,1,49,2025-02-02
NOLSM32515290,1,Oxidation,dry,1074.87,O2,31.54,0.06,117,708.25,1,50,2025-02-02
NOLSM32515291,1,Oxidation,dry,1070.85,O2,37.36,0.07,137,709.26,1,51,2025-02-02
NOLSM32515292,1,Oxidation,wet,1039.42,H2O,35.22,0.05,125,720.62,1,52,2025-02-02
NOLSM32515293,1,Oxidation,dry,1106.42,O2,39.15,0.13,204,696.88,1,53,2025-02-02
NOLSM32515294,1,Oxidation,wet,959.16,H2O,33.38,0.22,144,713.33,1,54,2025-02-02
NOLSM32515295,1,Oxidation,dry,891.99,O2,22.18,0.23,25,712.82,21,28,2025-02-02
NOLSM32515296,1,Oxidation,dry,891.03,O2,22.31,0.07,25,716.13,21,29,2025-02-02
NOLSM32515297,1,Oxidation,dry,873.53,O2,22.17,0.24,27,715.33,21,30,2025-02-02
NOLSM32515298,1,Oxidation,dry,875.0,O2,22.1,0.23,28,713.68,21,31,2025-02-02
NOLSM32515299,1,Oxidation,dry,889.03,O2,22.21,0.17,29,712.74,21,32,2025-02-02
NOLSM32515300,1,Oxidation,dry,888.59,O2,32.73,0.23,32,714.5,21,33,2025-02-02
NOLSM32515301,1,Oxidation,dry,887.47,O2,31.82,0.19,32,715.41,21,34,2025-02-02
NOLSM32515302,1,Oxidation,dry,883.75,O2,39.45,0.26,32,712.93,21,35,2025-02-02
NOLSM32515303,1,Oxidation,dry,885.52,O2,32.87,0.15,32,714.26,21,36,2025-02-02
NOLSM32515304,1,Oxidation,dry,877.51,O2,38.08,0.2,31,710.24,21,37,2025-02-02
NOLSM32515305,1,Oxidation,dry,878.03,O2,39.92,0.1,32,710.67,21,38,2025-02-02
NOLSM32515306,1,Oxidation,dry,879.94,O2,35.81,0.15,31,711.48,21,39,2025-02-02
NOLSM32515307,1,Oxidation,dry,886.54,O2,28.59,0.18,34,710.08,21,40,2025-02-02
NOLSM32515308,1,Oxidation,dry,877.1,O2,34.31,0.22,33,710.18,21,41,2025-02-02
NOLSM32515309,1,Oxidation,dry,888.82,O2,34.83,0.06,32,709.87,21,42,2025-02-02
NOLSM32515310,1,Oxidation,dry,886.18,O2,32.57,0.15,32,710.72,21,43,2025-02-02
NOLSM32515311,1,Oxidation,dry,888.38,O2,38.12,0.28,32,711.01,21,44,2025-02-02
NOLSM32515312,1,Oxidation,dry,872.34,O2,22.22,0.09,32,708.95,21,45,2025-02-02
NOLSM32515313,1,Oxidation,dry,873.97,O2,22.21,0.01,31,710.19,21,46,2025-02-02
NOLSM32515314,1,Oxidation,dry,889.64,O2,22.14,0.26,32,710.09,21,47,2025-02-02
NOLSM32515315,1,Oxidation,dry,889.11,O2,22.19,0.14,30,709.75,21,48,2025-02-02
NOLSM32515316,1,Oxidation,dry,873.77,O2,22.25,0.22,28,709.86,21,49,2025-02-02
NOLSM32515317,1,Oxidation,dry,881.41,O2,22.08,0.12,31,709.96,21,50,2025-02-02
NOLSM32515318,1,Oxidation,dry,874.02,O2,21.99,0.33,30,709.9,21,51,2025-02-02
NOLSM32515319,1,Oxidation,dry,874.56,O2,22.06,0.21,27,710.07,21,52,2025-02-02
NOLSM32515320,1,Oxidation,dry,888.07,O2,22.01,0.33,27,710.83,21,53,2025-02-02
NOLSM32515321,1,Oxidation,dry,882.59,O2,22.15,0.26,27,710.74,21,54,2025-02-02
NOLSM32515322,1,Oxidation,wet,1138.94,H2O,32.85,0.34,62,699.6,1,1,2025-02-02
NOLSM32515323,1,Oxidation,wet,1218.27,H2O,31.83,0.38,137,696.83,1,2,2025-02-02
NOLSM32515324,1,Oxidation,dry,1062.39,O2,39.39,0.26,128,705.55,1,3,2025-02-02
NOLSM32515325,1,Oxidation,dry,1114.68,O2,32.75,0.31,90,710.7,1,4,2025-02-02
NOLSM32515326,1,Oxidation,wet,989.47,H2O,38.2,0.23,98,717.14,1,5,2025-02-02
NOLSM32515327,1,Oxidation,wet,978.96,H2O,39.89,0.22,132,698.92,1,6,2025-02-02
NOLSM32515328,1,Oxidation,dry,1136.21,O2,35.56,0.31,74,709.74,1,7,2025-02-02
NOLSM32515329,1,Oxidation,wet,1096.19,H2O,28.58,-0.0,291,696.49,1,8,2025-02-02
NOLSM32515330,2,Oxidation,dry,1042.2,O2,34.36,0.14,61,713.1,1,9,2025-02-02
NOLSM32515331,2,Oxidation,wet,1104.77,H2O,35.04,0.24,117,726.01,1,10,2025-02-02
NOLSM32515332,2,Oxidation,dry,1077.63,O2,32.47,0.23,87,689.16,1,11,2025-02-02
NOLSM32515333,2,Oxidation,wet,1113.63,H2O,38.03,0.2,80,708.61,1,12,2025-02-02
NOLSM32515334,2,Oxidation,dry,1194.0,O2,33.92,0.06,149,716.08,1,13,2025-02-02
NOLSM32515335,2,Oxidation,dry,1098.33,O2,29.17,-0.12,149,703.53,1,14,2025-02-02
NOLSM32515336,2,Oxidation,dry,1013.71,O2,49.91,0.15,101,721.01,1,15,2025-02-02
NOLSM32515337,2,Oxidation,dry,1102.28,O2,32.43,0.18,112,703.79,1,16,2025-02-02
NOLSM32515338,2,Oxidation,dry,1100.81,O2,33.02,-0.03,101,702.47,1,17,2025-02-02
NOLSM32515339,3,Oxidation,wet,996.15,H2O,36.58,0.3,148,707.24,1,18,2025-02-02
NOLSM32515340,3,Oxidation,wet,1017.16,H2O,35.48,0.15,157,719.68,1,19,2025-02-02
NOLSM32515341,3,Oxidation,dry,1037.46,O2,36.78,0.34,147,709.8,1,20,2025-02-02
NOLSM32515342,3,Oxidation,dry,1000.12,O2,25.55,0.13,56,715.69,1,21,2025-02-02
NOLSM32515343,3,Oxidation,dry,1080.06,O2,42.48,0.35,84,698.88,1,22,2025-02-02
NOLSM32515344,3,Oxidation,dry,1068.63,O2,31.58,0.43,117,708.35,1,23,2025-02-02
NOLSM32515345,3,Oxidation,dry,1067.29,O2,37.06,-0.0,137,704.04,1,24,2025-02-02
NOLSM32515346,3,Oxidation,wet,1035.4,H2O,35.09,0.22,125,715.36,1,25,2025-02-02
NOLSM32515347,3,Oxidation,dry,1104.04,O2,39.12,0.15,204,696.96,1,26,2025-02-02
NOLSM32515348,1,Oxidation,wet,956.33,H2O,33.41,0.44,144,713.21,1,27,2025-02-02
NOLSM32515349,3,Oxidation,dry,872.28,O2,22.16,0.16,223,712.95,21,1,2025-02-02
NOLSM32515350,3,Oxidation,dry,871.92,O2,22.17,0.1,226,715.76,21,2,2025-02-02
NOLSM32515351,3,Oxidation,dry,871.73,O2,22.25,0.49,226,715.16,21,3,2025-02-02
NOLSM32515352,3,Oxidation,dry,872.01,O2,22.01,0.38,224,713.61,21,4,2025-02-02
NOLSM32515353,3,Oxidation,dry,872.15,O2,22.27,0.19,223,712.55,21,5,2025-02-02
NOLSM32515354,3,Oxidation,dry,872.09,O2,22.07,0.2,225,714.44,21,6,2025-02-02
NOLSM32515355,3,Oxidation,dry,872.14,O2,22.16,0.29,226,715.31,21,7,2025-02-02
NOLSM32515356,3,Oxidation,dry,871.56,O2,22.21,0.27,224,713.31,21,8,2025-02-02
NOLSM32515357,1,Oxidation,dry,872.2,O2,22.2,0.19,225,714.06,21,9,2025-02-02
NOLSM32515358,1,Oxidation,dry,871.86,O2,22.25,0.12,220,710.09,21,10,2025-02-02
NOLSM32515359,1,Oxidation,dry,872.01,O2,22.14,0.19,221,710.6,21,11,2025-02-02
NOLSM32515360,1,Oxidation,dry,871.73,O2,22.24,0.25,222,711.67,21,12,2025-02-02
NOLSM32515361,1,Oxidation,dry,871.64,O2,22.06,0.15,220,710.03,21,13,2025-02-02
NOLSM32515362,1,Oxidation,dry,871.43,O2,22.0,0.34,220,710.15,21,14,2025-02-02
NOLSM32515363,1,Oxidation,dry,871.62,O2,22.12,0.2,220,709.94,21,15,2025-02-02
NOLSM32515364,1,Oxidation,dry,870.93,O2,22.11,0.36,221,710.64,21,16,2025-02-02
NOLSM32515365,2,Oxidation,dry,871.85,O2,22.13,0.19,221,710.89,21,17,2025-02-02
NOLSM32515366,2,Oxidation,dry,871.62,O2,22.22,0.14,219,708.97,21,18,2025-02-02
NOLSM32515367,2,Oxidation,dry,871.63,O2,22.08,0.18,221,710.14,21,19,2025-02-02
NOLSM32515368,2,Oxidation,dry,871.27,O2,22.09,0.19,220,709.88,21,20,2025-02-02
NOLSM32515369,2,Oxidation,dry,871.76,O2,22.11,0.29,220,709.94,21,21,2025-02-02
NOLSM32515370,2,Oxidation,dry,871.58,O2,22.11,0.08,220,710.03,21,22,2025-02-02
NOLSM32515371,2,Oxidation,dry,871.47,O2,22.24,0.22,220,710.11,21,23,2025-02-02
NOLSM32515372,2,Oxidation,dry,871.33,O2,22.2,0.25,220,709.99,21,24,2025-02-02
NOLSM32515373,3,Oxidation,dry,871.76,O2,22.08,0.18,221,709.93,21,25,2025-02-02
NOLSM32515374,3,Oxidation,dry,871.52,O2,21.95,0.33,221,710.87,21,26,2025-02-02
NOLSM32515375,3,Oxidation,dry,871.62,O2,22.13,0.24,221,710.83,21,27,2025-02-02
NOLSM32515376,1,Oxidation,dry,1060.47,O2,32.51,0.31,114,707.4,2,28,2025-01-27
NOLSM32515377,1,Oxidation,wet,1245.81,H2O,37.46,0.23,106,707.07,2,29,2025-01-27
NOLSM32515378,1,Oxidation,wet,1104.08,H2O,32.78,0.24,165,714.24,2,30,2025-01-27
NOLSM32515379,1,Oxidation,dry,1144.31,O2,32.32,0.22,174,704.28,2,31,2025-01-27
NOLSM32515380,1,Oxidation,wet,1027.42,H2O,37.84,0.07,75,699.45,2,32,2025-01-27
