No_Die,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Lot_Num,Wafer_Num,Datetime
NOLSM32514971,3,Implantation,2880000000000000.0,-1.2e+16,5.22e+17,3.01e+17,6e+17,32241.377,102.114,912.0,156,15,1,2025-01-20
NOLSM32514972,2,Implantation,8140000000000000.0,1.65e+17,2.54e+17,3.01e+17,6e+17,32695.442,100.398,893.0,158,15,2,2025-01-20
NOLSM32514973,1,Implantation,1.42e+16,9.77e+16,3.16e+17,2.99e+17,6e+17,32458.006,103.363,894.0,152,15,3,2025-01-20
NOLSM32514974,1,Implantation,1.23e+16,9.7e+16,3.21e+17,3.01e+17,6e+17,32385.492,100.805,901.0,155,15,4,2025-01-20
NOLSM32514975,3,Implantation,1.78e+16,6.64e+16,6.58e+17,3e+17,6e+17,32928.783,104.691,885.0,153,15,5,2025-01-20
NOLSM32514976,3,Implantation,5990000000000000.0,1.35e+17,1.14e+18,2.99e+17,6e+17,32507.45,103.65,907.0,153,15,6,2025-01-20
NOLSM32514977,1,Implantation,9960000000000000.0,5.89e+16,6.87e+17,3.01e+17,6e+17,31557.787,99.756,897.0,154,15,7,2025-01-20
NOLSM32514978,1,Implantation,7060000000000000.0,1.19e+17,5.26e+17,3e+17,6e+17,32314.68,102.496,916.0,153,15,8,2025-01-20
NOLSM32514979,2,Implantation,1.17e+16,5.23e+16,5.98e+17,3.01e+17,6e+17,32704.565,104.623,911.0,153,15,9,2025-01-20
NOLSM32514980,3,Implantation,8720000000000000.0,1.38e+17,3.74e+17,3.01e+17,6e+17,32148.321,104.436,896.0,158,15,10,2025-01-20
NOLSM32514981,3,Implantation,1.15e+16,1.52e+17,4.58e+17,3e+17,6e+17,32153.191,101.927,911.0,156,15,11,2025-01-20
NOLSM32514982,2,Implantation,1.46e+16,2.69e+16,6.04e+17,3e+17,6e+17,32034.27,107.218,878.0,156,15,12,2025-01-20
NOLSM32514983,1,Implantation,9500000000000000.0,1.14e+17,4.29e+17,3.03e+17,6e+17,30966.741,105.127,903.0,152,15,13,2025-01-20
NOLSM32514984,1,Implantation,1.11e+16,1.46e+17,3.77e+17,3e+17,6e+17,31509.226,104.182,884.0,154,15,14,2025-01-20
NOLSM32514985,3,Implantation,1.15e+16,9.13e+16,4.82e+17,3.03e+17,6e+17,31497.313,104.926,906.0,152,15,15,2025-01-20
NOLSM32514986,3,Implantation,2.01e+16,1.58e+17,5.62e+17,3.01e+17,6e+17,30883.817,100.773,906.0,150,15,16,2025-01-20
NOLSM32514987,2,Implantation,7300000000000000.0,1.79e+17,3.31e+17,3e+17,6e+17,32548.641,101.755,913.0,153,15,17,2025-01-20
NOLSM32514988,1,Implantation,1.34e+16,8.04e+16,3.52e+17,3.01e+17,6e+17,32096.912,102.757,889.0,154,15,18,2025-01-20
NOLSM32514989,1,Implantation,8720000000000000.0,5.58e+16,4.22e+17,3e+17,6e+17,31876.908,103.508,900.0,156,15,19,2025-01-20
NOLSM32514990,2,Implantation,1.62e+16,5.1e+16,4.6e+17,2.99e+17,6e+17,31373.22,103.877,911.0,154,15,20,2025-01-20
NOLSM32514991,3,Implantation,1.08e+16,7.93e+16,4.8e+17,2.98e+17,6e+17,32270.73,102.614,903.0,157,15,21,2025-01-20
NOLSM32514992,3,Implantation,1.44e+16,1.29e+17,6.72e+17,2.99e+17,6e+17,32062.178,104.483,885.0,152,15,22,2025-01-20
NOLSM32514993,2,Implantation,1.73e+16,9.95e+16,-6.12e+16,3e+17,6e+17,32374.881,104.264,898.0,155,15,23,2025-01-20
NOLSM32514994,1,Implantation,8720000000000000.0,1e+17,6.54e+17,2.98e+17,6e+17,31438.501,104.78,908.0,148,15,24,2025-01-20
NOLSM32514995,1,Implantation,7300000000000000.0,1.13e+17,6.12e+17,3e+17,6e+17,32297.252,102.491,893.0,152,15,25,2025-01-20
NOLSM32514996,3,Implantation,1.82e+16,6.32e+16,6.9e+17,3.01e+17,6e+17,31153.962,103.444,927.0,154,15,26,2025-01-20
NOLSM32514997,3,Implantation,1.3e+16,1.49e+17,6.14e+17,3.02e+17,6e+17,32181.342,104.401,906.0,156,15,27,2025-01-20
NOLSM32514998,1,Implantation,5170000000000000.0,1.71e+16,7.53e+17,3e+17,6e+17,31639.298,103.776,902.0,155,16,28,2025-01-21
NOLSM32514999,2,Implantation,1.3e+16,1.83e+17,3.86e+17,3.01e+17,6e+17,31468.314,102.638,923.0,153,16,29,2025-01-21
NOLSM32515000,3,Implantation,1.61e+16,7.85e+16,9.67e+17,3e+17,6e+17,30906.641,104.036,910.0,149,16,30,2025-01-21
NOLSM32515001,1,Implantation,9420000000000000.0,1.8e+17,4.59e+17,3.02e+17,6e+17,31668.806,104.412,919.0,157,16,31,2025-01-21
NOLSM32515002,2,Implantation,3160000000000000.0,5.03e+16,1.05e+18,3.01e+17,6e+17,30876.192,103.458,881.0,154,16,32,2025-01-21
NOLSM32515003,3,Implantation,1.26e+16,2.4e+16,7.29e+17,3.01e+17,6e+17,32022.922,103.801,871.0,154,16,33,2025-01-21
NOLSM32515004,1,Implantation,1.86e+16,1.38e+17,3.26e+17,3.01e+17,6e+17,32434.752,105.804,908.0,156,16,34,2025-01-21
NOLSM32515005,2,Implantation,1.06e+16,6.33e+16,5.17e+17,3.02e+17,6e+17,31494.2,104.688,891.0,157,16,35,2025-01-21
NOLSM32515006,3,Implantation,9390000000000000.0,1.8e+17,9.22e+17,2.99e+17,6e+17,30734.518,105.262,910.0,153,16,36,2025-01-21
NOLSM32515007,1,Implantation,1.23e+16,1.48e+17,4.06e+17,3e+17,6e+17,32057.857,105.811,898.0,152,16,37,2025-01-21
NOLSM32515008,2,Implantation,1.3e+16,1.02e+17,7.47e+17,2.99e+17,6e+17,31364.617,103.494,900.0,152,16,38,2025-01-21
NOLSM32515009,3,Implantation,7550000000000000.0,9.44e+16,9.74e+17,3.02e+17,6e+17,32542.101,101.592,892.0,153,16,39,2025-01-21
NOLSM32515010,1,Implantation,9650000000000000.0,4.74e+16,6.62e+17,2.98e+17,6e+17,33034.326,104.466,923.0,152,16,40,2025-01-21
NOLSM32515011,2,Implantation,1.12e+16,1.54e+17,6.69e+17,3e+17,6e+17,31945.988,100.999,884.0,153,16,41,2025-01-21
NOLSM32515012,3,Implantation,1.39e+16,7.15e+16,7.37e+17,3e+17,6e+17,31897.875,105.237,873.0,155,16,42,2025-01-21
NOLSM32515013,1,Implantation,1.6e+16,9.27e+16,3.73e+17,3e+17,6e+17,32603.002,102.793,904.0,155,16,43,2025-01-21
NOLSM32515014,2,Implantation,3600000000000000.0,1.22e+17,4.46e+17,3.01e+17,6e+17,31571.824,101.148,892.0,155,16,44,2025-01-21
NOLSM32515015,3,Implantation,1.44e+16,2.04e+17,2.42e+17,3.02e+17,6e+17,32059.18,105.763,940.0,155,16,45,2025-01-21
NOLSM32515016,1,Implantation,1.53e+16,1.9e+17,4.89e+17,3e+17,6e+17,31414.361,102.411,878.0,156,16,46,2025-01-21
NOLSM32515017,2,Implantation,1.35e+16,1.2e+17,4.02e+17,3.01e+17,6e+17,31370.379,102.819,904.0,155,16,47,2025-01-21
NOLSM32515018,3,Implantation,9300000000000000.0,6.26e+16,4.25e+17,3.01e+17,6e+17,31692.418,105.369,906.0,156,16,48,2025-01-21
NOLSM32515019,1,Implantation,8990000000000000.0,9.34e+16,2.63e+17,3e+17,6e+17,31606.607,104.114,886.0,154,16,49,2025-01-21
NOLSM32515020,2,Implantation,6930000000000000.0,2.54e+16,6.46e+17,3.02e+17,6e+17,31254.315,104.084,882.0,151,16,50,2025-01-21
NOLSM32515021,3,Implantation,1.07e+16,1.33e+17,3.84e+17,3.01e+17,6e+17,32203.418,103.1,914.0,152,16,51,2025-01-21
NOLSM32515022,1,Implantation,8540000000000000.0,1.34e+17,8.16e+17,3e+17,6e+17,31832.137,100.041,902.0,155,16,52,2025-01-21
NOLSM32515023,2,Implantation,2620000000000000.0,7.24e+16,6e+17,3.01e+17,6e+17,30830.858,103.349,896.0,153,16,53,2025-01-21
NOLSM32515024,3,Implantation,1.04e+16,1.18e+17,3.42e+17,3e+17,6e+17,31869.142,103.165,906.0,153,16,54,2025-01-21
NOLSM32515025,2,Implantation,5170000000000000.0,1.71e+16,7.53e+17,3e+17,6e+17,31639.478,103.862,902.0,155,16,1,2025-01-21
NOLSM32515026,1,Implantation,1.3e+16,1.83e+17,3.86e+17,3.01e+17,6e+17,31468.212,102.603,923.0,153,16,2,2025-01-21
NOLSM32515027,1,Implantation,1.61e+16,7.85e+16,9.67e+17,3e+17,6e+17,30906.587,104.371,910.0,149,16,3,2025-01-21
NOLSM32515028,2,Implantation,9420000000000000.0,1.8e+17,4.59e+17,3.02e+17,6e+17,31668.688,104.51,919.0,157,16,4,2025-01-21
NOLSM32515029,3,Implantation,3160000000000000.0,5.03e+16,1.05e+18,3.01e+17,6e+17,30876.204,103.188,881.0,154,16,5,2025-01-21
NOLSM32515030,3,Implantation,1.26e+16,2.4e+16,7.29e+17,3.01e+17,6e+17,32023.072,103.877,871.0,154,16,6,2025-01-21
NOLSM32515031,2,Implantation,1.86e+16,1.38e+17,3.26e+17,3.01e+17,6e+17,32435.004,105.983,908.0,156,16,7,2025-01-21
NOLSM32515032,1,Implantation,1.06e+16,6.33e+16,5.17e+17,3.02e+17,6e+17,31494.235,104.597,891.0,157,16,8,2025-01-21
NOLSM32515033,1,Implantation,9390000000000000.0,1.8e+17,9.22e+17,2.99e+17,6e+17,30734.399,105.064,910.0,153,16,9,2025-01-21
NOLSM32515034,2,Implantation,1.23e+16,1.48e+17,4.06e+17,3e+17,6e+17,32058.089,106.065,898.0,152,16,10,2025-01-21
NOLSM32515035,3,Implantation,1.3e+16,1.02e+17,7.47e+17,2.99e+17,6e+17,31364.625,103.617,900.0,152,16,11,2025-01-21
NOLSM32515036,3,Implantation,7550000000000000.0,9.44e+16,9.74e+17,3.02e+17,6e+17,32541.851,101.705,892.0,153,16,12,2025-01-21
NOLSM32515037,2,Implantation,9650000000000000.0,4.74e+16,6.62e+17,2.98e+17,6e+17,33034.414,104.39,923.0,152,16,13,2025-01-21
NOLSM32515038,1,Implantation,1.12e+16,1.54e+17,6.69e+17,3e+17,6e+17,31946.023,101.049,884.0,153,16,14,2025-01-21
NOLSM32515039,1,Implantation,1.39e+16,7.15e+16,7.37e+17,3e+17,6e+17,31897.507,105.432,873.0,155,16,15,2025-01-21
NOLSM32515040,2,Implantation,1.6e+16,9.27e+16,3.73e+17,3e+17,6e+17,32602.979,102.982,904.0,155,16,16,2025-01-21
NOLSM32515041,3,Implantation,3600000000000000.0,1.22e+17,4.46e+17,3.01e+17,6e+17,31571.757,101.213,892.0,155,16,17,2025-01-21
NOLSM32515042,2,Implantation,1.44e+16,2.04e+17,2.42e+17,3.02e+17,6e+17,32059.49,105.706,940.0,155,16,18,2025-01-21
NOLSM32515043,1,Implantation,1.53e+16,1.9e+17,4.89e+17,3e+17,6e+17,31414.374,102.304,878.0,156,16,19,2025-01-21
NOLSM32515044,1,Implantation,1.35e+16,1.2e+17,4.02e+17,3.01e+17,6e+17,31370.261,102.841,904.0,155,16,20,2025-01-21
NOLSM32515045,3,Implantation,9300000000000000.0,6.26e+16,4.25e+17,3.01e+17,6e+17,31692.448,105.482,906.0,156,16,21,2025-01-21
NOLSM32515046,3,Implantation,8990000000000000.0,9.34e+16,2.63e+17,3e+17,6e+17,31606.452,104.209,886.0,154,16,22,2025-01-21
NOLSM32515047,2,Implantation,6930000000000000.0,2.54e+16,6.46e+17,3.02e+17,6e+17,31254.453,104.163,882.0,151,16,23,2025-01-21
NOLSM32515048,1,Implantation,1.07e+16,1.33e+17,3.84e+17,3.01e+17,6e+17,32203.372,103.254,914.0,152,16,24,2025-01-21
NOLSM32515049,1,Implantation,8540000000000000.0,1.34e+17,8.16e+17,3e+17,6e+17,31832.243,99.851,902.0,155,16,25,2025-01-21
NOLSM32515050,2,Implantation,2620000000000000.0,7.24e+16,6e+17,3.01e+17,6e+17,30830.752,103.395,896.0,153,16,26,2025-01-21
NOLSM32515051,3,Implantation,1.04e+16,1.18e+17,3.42e+17,3e+17,6e+17,31869.199,103.246,906.0,153,16,27,2025-01-21
NOLSM32515052,1,Implantation,1.5e+16,1.09e+17,4.13e+17,2.99e+17,6e+17,32423.303,102.649,923.0,157,17,28,2025-01-22
NOLSM32515053,2,Implantation,1.06e+16,1.07e+17,7.08e+17,3.02e+17,6e+17,31593.022,103.088,884.0,156,17,29,2025-01-22
NOLSM32515054,3,Implantation,1.37e+16,1.05e+17,5.54e+17,2.99e+17,6e+17,31895.128,102.965,909.0,151,17,30,2025-01-22
NOLSM32515055,1,Implantation,4020000000000000.0,2.02e+16,6.15e+17,3.01e+17,6e+17,32433.295,100.385,873.0,155,17,31,2025-01-22
NOLSM32515056,2,Implantation,8540000000000000.0,1.37e+17,2.79e+17,3.01e+17,6e+17,31510.537,101.751,910.0,157,17,32,2025-01-22
NOLSM32515057,3,Implantation,1.19e+16,9.05e+16,8.65e+17,3.01e+17,6e+17,31825.398,103.99,891.0,151,17,33,2025-01-22
NOLSM32515058,1,Implantation,1.04e+16,8.81e+16,1.03e+18,2.98e+17,6e+17,31763.498,99.331,883.0,157,17,34,2025-01-22
NOLSM32515059,2,Implantation,9490000000000000.0,1.28e+17,5.21e+17,3e+17,6e+17,31580.226,104.302,898.0,155,17,35,2025-01-22
NOLSM32515060,3,Implantation,9550000000000000.0,8.44e+16,2.21e+17,2.99e+17,6e+17,32274.314,103.169,898.0,153,17,36,2025-01-22
NOLSM32515061,1,Implantation,1.04e+16,7.78e+16,8.9e+17,2.99e+17,6e+17,32210.029,104.891,924.0,157,17,37,2025-01-22
NOLSM32515062,2,Implantation,1.09e+16,8.62e+16,6.16e+17,2.99e+17,6e+17,31549.402,104.974,881.0,154,17,38,2025-01-22
NOLSM32515063,3,Implantation,8850000000000000.0,9.78e+16,5.93e+17,2.99e+17,6e+17,32087.589,102.9,895.0,157,17,39,2025-01-22
NOLSM32515064,1,Implantation,1.63e+16,1.38e+17,7.54e+17,3.01e+17,6e+17,31501.204,102.752,910.0,153,17,40,2025-01-22
NOLSM32515065,2,Implantation,9290000000000000.0,1.65e+17,2.95e+17,3e+17,6e+17,30658.793,103.434,922.0,153,17,41,2025-01-22
NOLSM32515066,3,Implantation,1.68e+16,1.26e+17,1.1e+18,3.01e+17,6e+17,31542.285,100.163,905.0,151,17,42,2025-01-22
NOLSM32515067,1,Implantation,1.36e+16,1.46e+17,4.77e+17,3e+17,6e+17,31487.048,102.635,885.0,154,17,43,2025-01-22
NOLSM32515068,2,Implantation,1.64e+16,4.65e+16,2.58e+17,3.01e+17,6e+17,31179.101,103.454,904.0,153,17,44,2025-01-22
NOLSM32515069,3,Implantation,9250000000000000.0,8.4e+16,1.06e+18,2.99e+17,6e+17,32291.982,100.401,904.0,158,17,45,2025-01-22
NOLSM32515070,1,Implantation,9530000000000000.0,8.47e+16,5.91e+17,3.01e+17,6e+17,31684.289,101.66,905.0,156,17,46,2025-01-22
NOLSM32515071,2,Implantation,1.2e+16,1.04e+17,7.73e+17,3.02e+17,6e+17,31473.413,102.769,903.0,155,17,47,2025-01-22
NOLSM32515072,3,Implantation,1.24e+16,8.14e+16,5.93e+17,2.99e+17,6e+17,32007.242,99.867,899.0,157,17,48,2025-01-22
NOLSM32515073,1,Implantation,1.8e+16,9.52e+16,6.15e+17,3e+17,6e+17,31068.289,102.135,903.0,152,17,49,2025-01-22
NOLSM32515074,2,Implantation,1.68e+16,1.08e+17,5.69e+17,3e+17,6e+17,31560.02,102.493,894.0,157,17,50,2025-01-22
NOLSM32515075,3,Implantation,1.35e+16,3.97e+16,4.45e+17,2.99e+17,6e+17,32335.167,104.07,902.0,154,17,51,2025-01-22
NOLSM32515076,1,Implantation,1.32e+16,1.48e+17,5.52e+17,3e+17,6e+17,32053.064,103.509,899.0,159,17,52,2025-01-22
NOLSM32515077,2,Implantation,1.47e+16,3.94e+16,4.87e+17,3.02e+17,6e+17,31181.58,102.577,902.0,149,17,53,2025-01-22
NOLSM32515078,3,Implantation,6220000000000000.0,1.18e+17,8.26e+17,3.02e+17,6e+17,32464.193,103.529,900.0,153,17,54,2025-01-22
NOLSM32515079,3,Implantation,1.5e+16,1.09e+17,4.13e+17,2.99e+17,6e+17,32423.272,102.799,923.0,157,17,1,2025-01-22
NOLSM32515080,2,Implantation,1.06e+16,1.07e+17,7.08e+17,3.02e+17,6e+17,31593.419,103.201,884.0,156,17,2,2025-01-22
NOLSM32515081,1,Implantation,1.37e+16,1.05e+17,5.54e+17,2.99e+17,6e+17,31894.948,102.905,909.0,151,17,3,2025-01-22
NOLSM32515082,1,Implantation,4020000000000000.0,2.02e+16,6.15e+17,3.01e+17,6e+17,32433.247,100.543,873.0,155,17,4,2025-01-22
NOLSM32515083,2,Implantation,8540000000000000.0,1.37e+17,2.79e+17,3.01e+17,6e+17,31510.522,101.724,910.0,157,17,5,2025-01-22
NOLSM32515084,3,Implantation,1.19e+16,9.05e+16,8.65e+17,3.01e+17,6e+17,31825.21,104.035,891.0,151,17,6,2025-01-22
NOLSM32515085,2,Implantation,1.04e+16,8.81e+16,1.03e+18,2.98e+17,6e+17,31763.82,99.145,883.0,157,17,7,2025-01-22
NOLSM32515086,1,Implantation,9490000000000000.0,1.28e+17,5.21e+17,3e+17,6e+17,31580.238,104.21,898.0,155,17,8,2025-01-22
NOLSM32515087,1,Implantation,9550000000000000.0,8.44e+16,2.21e+17,2.99e+17,6e+17,32274.256,103.244,898.0,153,17,9,2025-01-22
NOLSM32515088,3,Implantation,1.04e+16,7.78e+16,8.9e+17,2.99e+17,6e+17,32210.009,104.744,924.0,157,17,10,2025-01-22
NOLSM32515089,3,Implantation,1.09e+16,8.62e+16,6.16e+17,2.99e+17,6e+17,31549.097,104.966,881.0,154,17,11,2025-01-22
NOLSM32515090,2,Implantation,8850000000000000.0,9.78e+16,5.93e+17,2.99e+17,6e+17,32087.77,103.127,895.0,157,17,12,2025-01-22
NOLSM32515091,1,Implantation,1.63e+16,1.38e+17,7.54e+17,3.01e+17,6e+17,31501.185,103.022,910.0,153,17,13,2025-01-22
NOLSM32515092,1,Implantation,9290000000000000.0,1.65e+17,2.95e+17,3e+17,6e+17,30659.032,103.43,922.0,153,17,14,2025-01-22
NOLSM32515093,2,Implantation,1.68e+16,1.26e+17,1.1e+18,3.01e+17,6e+17,31542.464,100.101,905.0,151,17,15,2025-01-22
NOLSM32515094,3,Implantation,1.36e+16,1.46e+17,4.77e+17,3e+17,6e+17,31487.2,102.674,885.0,154,17,16,2025-01-22
NOLSM32515095,3,Implantation,1.64e+16,4.65e+16,2.58e+17,3.01e+17,6e+17,31179.075,103.474,904.0,153,17,17,2025-01-22
NOLSM32515096,1,Implantation,9250000000000000.0,8.4e+16,1.06e+18,2.99e+17,6e+17,32292.24,100.609,904.0,158,17,18,2025-01-22
NOLSM32515097,1,Implantation,9530000000000000.0,8.47e+16,5.91e+17,3.01e+17,6e+17,31684.099,101.683,905.0,156,17,19,2025-01-22
NOLSM32515098,3,Implantation,1.2e+16,1.04e+17,7.73e+17,3.02e+17,6e+17,31473.193,102.822,903.0,155,17,20,2025-01-22
NOLSM32515099,3,Implantation,1.24e+16,8.14e+16,5.93e+17,2.99e+17,6e+17,32007.11,99.68,899.0,157,17,21,2025-01-22
NOLSM32515100,2,Implantation,1.8e+16,9.52e+16,6.15e+17,3e+17,6e+17,31068.436,102.057,903.0,152,17,22,2025-01-22
NOLSM32515101,1,Implantation,1.68e+16,1.08e+17,5.69e+17,3e+17,6e+17,31559.85,102.553,894.0,157,17,23,2025-01-22
NOLSM32515102,1,Implantation,1.35e+16,3.97e+16,4.45e+17,2.99e+17,6e+17,32335.243,104.155,902.0,154,17,24,2025-01-22
NOLSM32515103,3,Implantation,1.32e+16,1.48e+17,5.52e+17,3e+17,6e+17,32053.136,103.796,899.0,159,17,25,2025-01-22
NOLSM32515104,3,Implantation,1.47e+16,3.94e+16,4.87e+17,3.02e+17,6e+17,31181.412,102.633,902.0,149,17,26,2025-01-22
NOLSM32515105,2,Implantation,6220000000000000.0,1.18e+17,8.26e+17,3.02e+17,6e+17,32463.878,103.386,900.0,153,17,27,2025-01-22
NOLSM32515106,1,Implantation,1.71e+16,3660000000000000.0,2470000000000000.0,3e+17,6e+17,32203.262,99.902,912.0,150,18,28,2025-01-23
NOLSM32515107,2,Implantation,1.72e+16,1650000000000000.0,3.47e+17,2.99e+17,6e+17,32196.203,101.481,913.0,152,18,29,2025-01-23
NOLSM32515108,3,Implantation,8800000000000000.0,1.09e+16,971000000000000.0,3.01e+17,6e+17,32199.356,102.74,915.0,154,18,30,2025-01-23
NOLSM32515109,1,Implantation,1.21e+16,6470000000000000.0,6.18e+17,2.98e+17,6e+17,32197.271,102.509,915.0,154,18,31,2025-01-23
NOLSM32515110,2,Implantation,5720000000000000.0,4.6e+16,2.83e+17,3.01e+17,6e+17,32198.863,102.892,912.0,154,18,32,2025-01-23
NOLSM32515111,3,Implantation,1.46e+16,1.46e+17,5.11e+17,2.98e+17,6e+17,32200.323,102.638,913.0,154,18,33,2025-01-23
NOLSM32515112,1,Implantation,8870000000000000.0,7780000000000000.0,2.55e+17,3e+17,6e+17,32202.583,102.918,917.0,154,18,34,2025-01-23
NOLSM32515113,2,Implantation,1.57e+16,1.23e+17,1763661791.024,3.01e+17,6e+17,32198.545,103.541,912.0,155,18,35,2025-01-23
NOLSM32515114,3,Implantation,1.66e+16,6.66e+16,9.93e+17,2.99e+17,6e+17,32200.431,102.6,908.0,154,18,36,2025-01-23
NOLSM32515115,1,Implantation,1.08e+16,2.67e+16,3.36e+16,3.02e+17,6e+17,32200.228,103.454,912.0,155,18,37,2025-01-23
NOLSM32515116,2,Implantation,1.32e+16,1.16e+17,3.92e+17,3.02e+17,6e+17,32201.643,103.301,913.0,155,18,38,2025-01-23
NOLSM32515117,3,Implantation,1.67e+16,1.42e+17,2.54e+17,2.98e+17,6e+17,32300.258,104.036,916.0,156,18,39,2025-01-23
NOLSM32515118,1,Implantation,3080000000000000.0,312000000000000.25,1.42e+17,2.99e+17,6e+17,32299.264,104.102,917.0,156,18,40,2025-01-23
NOLSM32515119,2,Implantation,1.38e+16,1.01e+17,6.49e+17,3e+17,6e+17,32300.984,104.047,917.0,156,18,41,2025-01-23
NOLSM32515120,3,Implantation,1.44e+16,2560000000000000.0,8.63e+17,3e+17,6e+17,32300.536,104.003,922.0,156,18,42,2025-01-23
NOLSM32515121,1,Implantation,7950000000000000.0,7.7e+16,2e+17,3e+17,6e+17,32297.583,104.66,917.0,157,18,43,2025-01-23
NOLSM32515122,2,Implantation,9660000000000000.0,4.18e+16,2.67e+17,3e+17,6e+17,32299.721,104.13,917.0,156,18,44,2025-01-23
NOLSM32515123,3,Implantation,1.47e+16,1.38e+17,1.71e+16,2.99e+17,6e+17,32300.591,103.956,917.0,156,18,45,2025-01-23
NOLSM32515124,1,Implantation,1.55e+16,1.55e+17,7.15e+17,3e+17,6e+17,32300.209,104.094,917.0,156,18,46,2025-01-23
NOLSM32515125,2,Implantation,2.04e+16,1.5e+16,5690000000000000.0,2.99e+17,6e+17,32300.444,104.238,920.0,156,18,47,2025-01-23
NOLSM32515126,3,Implantation,1.44e+16,4.11e+16,6.94e+16,3.02e+17,6e+17,32300.157,104.756,919.0,157,18,48,2025-01-23
NOLSM32515127,1,Implantation,5980000000000000.0,3.03e+16,2.08e+17,2.98e+17,6e+17,32296.504,104.797,925.0,157,18,49,2025-01-23
NOLSM32515128,2,Implantation,8130000000000000.0,4.31e+16,4.73e+17,2.99e+17,6e+17,32197.225,105.289,915.0,158,18,50,2025-01-23
NOLSM32515129,3,Implantation,1.24e+16,2.18e+16,1.8e+17,2.99e+17,6e+17,32197.091,104.256,920.0,157,18,51,2025-01-23
NOLSM32515130,1,Implantation,8210000000000000.0,1.68e+16,2.47e+17,3e+17,6e+17,32199.205,104.534,917.0,157,18,52,2025-01-23
NOLSM32515131,2,Implantation,1.31e+16,6.89e+16,1.78e+17,3.01e+17,6e+17,32201.146,104.687,918.0,157,18,53,2025-01-23
NOLSM32515132,3,Implantation,2900000000000000.0,2.77e+16,1.33e+17,3e+17,6e+17,32200.129,104.693,920.0,157,18,54,2025-01-23
NOLSM32515133,1,Implantation,1.71e+16,3660000000000000.0,2470000000000000.0,3e+17,6e+17,32203.412,99.829,912.0,150,18,1,2025-01-23
NOLSM32515134,1,Implantation,1.72e+16,1650000000000000.0,3.47e+17,2.99e+17,6e+17,32196.138,101.517,913.0,152,18,2,2025-01-23
NOLSM32515135,2,Implantation,8800000000000000.0,1.09e+16,971000000000000.0,3.01e+17,6e+17,32199.395,102.855,915.0,154,18,3,2025-01-23
NOLSM32515136,3,Implantation,1.21e+16,6470000000000000.0,6.18e+17,2.98e+17,6e+17,32197.097,102.621,915.0,154,18,4,2025-01-23
NOLSM32515137,3,Implantation,5720000000000000.0,4.6e+16,2.83e+17,3.01e+17,6e+17,32198.771,102.866,912.0,154,18,5,2025-01-23
NOLSM32515138,2,Implantation,1.46e+16,1.46e+17,5.11e+17,2.98e+17,6e+17,32200.274,102.744,913.0,154,18,6,2025-01-23
NOLSM32515139,1,Implantation,8870000000000000.0,7780000000000000.0,2.55e+17,3e+17,6e+17,32202.856,102.941,917.0,154,18,7,2025-01-23
NOLSM32515140,1,Implantation,1.57e+16,1.23e+17,1763661790.996,3.01e+17,6e+17,32198.645,103.345,912.0,155,18,8,2025-01-23
NOLSM32515141,2,Implantation,1.66e+16,6.66e+16,9.93e+17,2.99e+17,6e+17,32200.455,102.299,908.0,154,18,9,2025-01-23
NOLSM32515142,3,Implantation,1.08e+16,2.67e+16,3.36e+16,3.02e+17,6e+17,32200.397,103.429,912.0,155,18,10,2025-01-23
NOLSM32515143,2,Implantation,1.32e+16,1.16e+17,3.92e+17,3.02e+17,6e+17,32201.66,103.533,913.0,155,18,11,2025-01-23
NOLSM32515144,1,Implantation,1.67e+16,1.42e+17,2.54e+17,2.98e+17,6e+17,32300.32,103.96,916.0,156,18,12,2025-01-23
NOLSM32515145,1,Implantation,3080000000000000.0,312000000000000.0,1.42e+17,2.99e+17,6e+17,32299.236,104.198,917.0,156,18,13,2025-01-23
NOLSM32515146,2,Implantation,1.38e+16,1.01e+17,6.49e+17,3e+17,6e+17,32301.023,103.969,917.0,156,18,14,2025-01-23
NOLSM32515147,3,Implantation,1.44e+16,2560000000000000.0,8.63e+17,3e+17,6e+17,32300.774,103.902,922.0,156,18,15,2025-01-23
NOLSM32515148,3,Implantation,7950000000000000.0,7.7e+16,2e+17,3e+17,6e+17,32297.523,104.738,917.0,157,18,16,2025-01-23
NOLSM32515149,1,Implantation,9660000000000000.0,4.18e+16,2.67e+17,3e+17,6e+17,32299.483,104.037,917.0,156,18,17,2025-01-23
NOLSM32515150,1,Implantation,1.47e+16,1.38e+17,1.71e+16,2.99e+17,6e+17,32300.669,103.759,917.0,156,18,18,2025-01-23
NOLSM32515151,2,Implantation,1.55e+16,1.55e+17,7.15e+17,3e+17,6e+17,32300.284,103.984,917.0,156,18,19,2025-01-23
NOLSM32515152,3,Implantation,2.04e+16,1.5e+16,5690000000000000.0,2.99e+17,6e+17,32300.535,104.222,920.0,156,18,20,2025-01-23
NOLSM32515153,3,Implantation,1.44e+16,4.11e+16,6.94e+16,3.02e+17,6e+17,32300.277,104.548,919.0,157,18,21,2025-01-23
NOLSM32515154,2,Implantation,5980000000000000.0,3.03e+16,2.08e+17,2.98e+17,6e+17,32296.489,105.008,925.0,157,18,22,2025-01-23
