No_Die,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Lot_Num,Wafer_Num,Datetime,lithography_Chamber,Process 2-1,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Target,Error_message,group_id,error_class,wafer_map_truncated,oxidation_sentinel_flag,photo_softbake_sentinel_flag,photo_litho_sentinel_flag,etching_sentinel_flag,ion_implant_sentinel_flag,any_process_sentinel_flag,oxidation_rate_nm_per_min,oxid_thickness_spec_gap,oxid_below_spec,cd_resolution_ratio,exposure_energy_per_cd_nm,line_cd_band_gap,line_cd_out_of_band,total_etch_removal,etch_rate_stage1,etch_rate_stage2,etch_rate_stage3,total_flux_60_480,anneal_temp_diff
NOLSM32514702,1,Photo,1.03,13.723,15.146,19.944,199.187,90.002,498.873,4079.634,4899.724,4.997,89.392,30.091,11,5,2025-01-16,1,photo_li,38.553,G,436,524.143,108.67,1,Etching,319.0,1454.0,3626.0,5733.0,72.205,51.073,1.058,1,Implantation,7100000000000000.0,6.08e+16,5.68e+17,2.99e+17,6e+17,31281.26,101.04,887.0,155,1,Oxidation,wet,984.86,H2O,33.45,0.26,88,715.23,39,none,11_5,none,False,False,False,False,False,False,False,8.127613636363636,-15.230000000000018,0,0.0735543544414406,2.8187170907581773,0.0,0,5414.0,2107.0,2172.0,1135.0,9.349e+17,732.0
NOLSM32514703,1,Photo,0.976,16.001,15.143,19.87,200.411,90.067,499.547,4106.856,5056.394,5.022,89.655,29.925,11,6,2025-01-16,2,photo_li,26.148,G,436,534.703,106.905,2,Etching,239.0,1442.0,3657.0,5718.0,71.041,51.495,1.114,2,Implantation,1.48e+16,6.29e+16,5.66e+17,3e+17,6e+17,32238.088,100.759,901.0,155,1,Oxidation,wet,998.79,H2O,34.84,0.15,102,691.16,70,none,11_6,none,False,False,False,False,False,False,False,6.776078431372548,8.840000000000032,1,0.048901913772692505,4.0884580082606705,0.0,0,5479.0,2061.0,2215.0,1203.0,9.437e+17,746.0
NOLSM32514704,1,Photo,1.021,12.058,15.034,19.948,200.138,90.001,502.961,3991.858,5079.231,5.016,91.454,30.04,11,7,2025-01-16,3,photo_li,65.77,G,436,534.2,106.387,3,Etching,457.0,1462.0,3660.0,5714.0,71.08,51.101,1.021,3,Implantation,8370000000000000.0,1.16e+17,5.91e+17,2.99e+17,6e+17,30611.635,103.556,915.0,151,1,Oxidation,wet,1089.91,H2O,30.29,0.05,69,710.0,140,none,11_7,none,False,False,False,False,False,False,False,10.289855072463768,-10.0,0,0.12311868214152001,1.617561198114642,10.769999999999996,1,5257.0,2054.0,2198.0,1005.0,1.01437e+18,764.0
NOLSM32514705,2,Photo,1.622,17.055,15.074,20.147,200.323,90.052,497.457,3950.864,4967.585,4.842,91.277,30.071,11,8,2025-01-16,1,photo_li,60.463,I,365,498.254,107.309,3,Etching,354.0,1476.0,3664.0,5701.0,71.681,50.489,0.936,3,Implantation,1.35e+16,-1.68e+16,8.49e+17,3e+17,6e+17,32930.43,104.104,894.0,153,1,Oxidation,wet,1205.93,H2O,39.39,0.12,122,715.07,105,none,11_8,none,False,False,False,False,False,True,True,5.861229508196722,-15.07000000000005,0,0.12134975333865859,1.7747878868068074,5.463000000000001,1,5347.0,2037.0,2188.0,1122.0,1.1457e+18,741.0
NOLSM32514706,2,Photo,1.292,16.6,14.602,20.052,201.17,89.898,505.016,4012.9,5086.753,4.884,94.363,30.08,11,9,2025-01-16,2,photo_li,28.87,G,436,537.558,109.463,2,Etching,563.0,1422.0,3642.0,5717.0,72.095,51.353,1.048,2,Implantation,1.44e+16,1.38e+17,4.48e+17,2.99e+17,6e+17,32577.739,100.412,913.0,153,1,Oxidation,wet,1044.48,H2O,32.12,0.17,109,697.25,118,none,11_9,none,False,False,False,False,False,False,False,6.396788990825688,2.75,1,0.053705832672939484,3.79158295808798,0.0,0,5154.0,2075.0,2220.0,859.0,8.994e+17,760.0
NOLSM32514707,2,Photo,1.477,17.773,15.027,19.83,201.04,89.912,501.292,3976.708,4918.066,4.839,90.93,29.807,11,10,2025-01-16,3,photo_li,37.289,G,436,493.61,108.942,1,Etching,176.0,1301.0,3658.0,5709.0,69.723,50.134,1.103,1,Implantation,1.65e+16,1.01e+17,6.97e+17,2.99e+17,6e+17,30640.033,101.642,886.0,155,1,Oxidation,dry,1082.7,O2,30.38,0.03,95,695.69,61,none,11_10,none,False,False,False,False,False,False,False,7.323052631578948,4.309999999999945,1,0.0755434452300399,2.9215586365952424,0.0,0,5533.0,2051.0,2357.0,1125.0,1.1135e+18,731.0
NOLSM32514708,3,Photo,1.014,11.947,14.905,20.127,203.5,90.025,497.003,4097.561,5003.228,5.129,93.701,29.809,11,11,2025-01-16,1,photo_li,46.564,G,436,539.612,109.172,1,Etching,415.0,1644.0,3653.0,5692.0,70.813,50.245,1.054,1,Implantation,1.2e+16,1.04e+17,6.86e+17,3.02e+17,6e+17,32421.304,101.116,884.0,159,1,Oxidation,wet,1070.06,H2O,38.94,0.18,75,714.26,113,none,11_11,none,False,False,False,False,False,False,False,9.523466666666666,-14.259999999999991,0,0.086291631765046,2.3445580276608537,0.0,0,5277.0,2039.0,2009.0,1229.0,1.104e+18,725.0
NOLSM32514709,3,Photo,1.491,10.612,14.775,20.072,199.947,89.925,498.998,4040.432,5047.627,5.025,91.769,30.191,11,12,2025-01-16,2,photo_li,43.972,G,436,517.611,110.877,2,Etching,495.0,1426.0,3622.0,5714.0,71.394,51.207,1.105,2,Implantation,1.43e+16,1.23e+17,3.73e+17,3.01e+17,6e+17,31535.801,102.289,873.0,150,1,Oxidation,dry,1146.0,O2,30.89,0.17,132,711.83,85,none,11_12,none,False,False,False,False,False,False,False,5.392651515151515,-11.830000000000041,0,0.08495182675793211,2.521536432275084,0.0,0,5219.0,2092.0,2196.0,931.0,8.113e+17,723.0
NOLSM32514710,3,Photo,1.081,16.563,15.158,19.929,205.973,90.037,499.838,4021.381,4967.114,5.025,89.065,29.981,11,13,2025-01-16,3,photo_li,58.404,I,365,487.333,108.021,3,Etching,269.0,1602.0,3650.0,5713.0,70.148,51.576,1.056,3,Implantation,7620000000000000.0,6.4e+16,4.37e+17,3.01e+17,6e+17,31051.349,105.278,891.0,156,1,Oxidation,wet,1067.02,H2O,39.77,0.19,52,708.09,79,none,11_13,none,False,False,False,False,False,False,False,13.617115384615385,-8.090000000000032,0,0.11984413122033599,1.8495479761660159,3.4040000000000035,1,5444.0,2063.0,2048.0,1333.0,8.0962e+17,735.0
NOLSM32514711,1,Photo,1.163,17.974,15.022,20.053,197.741,90.072,507.329,4067.726,4967.175,5.003,91.537,29.97,11,14,2025-01-16,1,photo_li,45.578,I,365,524.485,109.334,3,Etching,413.0,1541.0,3651.0,5741.0,71.821,51.485,1.12,3,Implantation,1.58e+16,2.12e+17,6.83e+17,2.98e+17,6e+17,31362.276,102.655,898.0,156,2,Oxidation,dry,907.17,O2,36.72,0.1,75,706.98,139,none,11_14,none,False,False,False,False,False,False,False,9.426400000000001,-6.980000000000018,0,0.08690048333126782,2.3988327701961474,0.0,0,5328.0,2090.0,2110.0,1128.0,1.2088e+18,742.0
NOLSM32514712,1,Photo,1.949,15.684,14.884,19.904,202.572,90.059,504.2,3900.188,5108.744,5.016,91.622,29.845,11,15,2025-01-16,2,photo_li,47.567,H,405,490.617,108.921,2,Etching,514.0,1539.0,3639.0,5729.0,70.257,52.072,0.988,2,Implantation,1.02e+16,6.33e+16,3.52e+17,3.02e+17,6e+17,31990.788,103.651,915.0,154,2,Oxidation,dry,1156.43,O2,31.68,0.21,112,721.01,125,none,11_15,none,False,False,False,False,False,False,False,6.437589285714286,-21.00999999999999,0,0.09695342803041884,2.2898437992726053,0.0,0,5215.0,2090.0,2100.0,1025.0,7.275e+17,761.0
NOLSM32514713,1,Photo,0.904,15.394,15.033,19.914,199.242,89.928,503.714,3966.928,4922.157,4.868,93.429,29.883,11,16,2025-01-16,3,photo_li,39.781,I,365,526.984,109.085,1,Etching,391.0,1502.0,3620.0,5713.0,69.896,50.27,1.052,1,Implantation,1.39e+16,2.27e+16,6.22e+17,2.99e+17,6e+17,30310.679,101.312,906.0,155,2,Oxidation,dry,1027.86,O2,36.0,0.2,130,717.26,50,none,11_16,none,False,False,False,False,False,False,False,5.517384615384615,-17.25999999999999,0,0.07548806035856875,2.7421382066815814,0.0,0,5322.0,2093.0,2118.0,1111.0,9.576e+17,751.0
NOLSM32514714,2,Photo,0.827,16.346,15.265,20.019,196.165,90.127,499.936,3899.601,5059.032,5.102,91.64,30.242,11,17,2025-01-16,1,photo_li,27.694,H,405,539.066,110.436,1,Etching,284.0,1518.0,3664.0,5702.0,70.661,51.037,1.138,1,Implantation,1.77e+16,1.55e+17,7.54e+17,2.98e+17,6e+17,31613.301,105.55,913.0,159,2,Oxidation,dry,1091.33,O2,44.93,0.04,141,713.8,109,none,11_17,none,False,False,False,False,False,False,False,5.06241134751773,-13.799999999999955,0,0.05137404325258873,3.9877229724850154,0.0,0,5418.0,2038.0,2146.0,1234.0,1.2247e+18,754.0
NOLSM32514715,2,Photo,1.414,16.328,15.188,20.078,197.005,90.048,500.004,4010.108,5169.457,5.089,91.033,29.821,11,18,2025-01-16,2,photo_li,30.419,I,365,539.793,106.549,2,Etching,304.0,1544.0,3625.0,5728.0,69.402,51.084,1.033,2,Implantation,7640000000000000.0,1.59e+17,5.85e+17,2.97e+17,6e+17,31566.173,103.985,886.0,153,2,Oxidation,dry,1287.37,O2,29.09,0.07,117,714.28,69,none,11_18,none,False,False,False,False,False,False,False,6.104957264957265,-14.279999999999973,0,0.05635308349682193,3.5027121207140275,0.0,0,5424.0,2103.0,2081.0,1240.0,1.04864e+18,733.0
NOLSM32514716,2,Photo,1.094,14.408,14.979,19.923,195.67,90.088,496.934,4022.912,4859.138,5.198,90.825,29.882,11,19,2025-01-16,3,photo_li,45.845,H,405,500.059,107.767,3,Etching,433.0,1564.0,3655.0,5703.0,70.251,50.868,0.983,3,Implantation,1.8e+16,1.82e+17,5.51e+17,3.01e+17,6e+17,29986.142,101.506,923.0,155,2,Oxidation,dry,1045.63,O2,34.8,0.29,167,701.65,170,none,11_19,none,False,False,False,False,False,False,False,4.201497005988024,-1.6499999999999773,0,0.09167918185654092,2.350681644672265,0.0,0,5270.0,2048.0,2091.0,1131.0,1.052e+18,768.0
NOLSM32514717,3,Photo,1.906,13.162,15.051,19.947,199.077,90.02,499.184,4062.938,4941.895,4.976,90.456,29.853,11,20,2025-01-16,1,photo_li,56.258,I,365,507.899,108.542,3,Etching,233.0,1461.0,3677.0,5682.0,69.955,49.798,0.932,3,Implantation,1.12e+16,1.09e+17,4.84e+17,3.01e+17,6e+17,31292.99,102.582,888.0,154,2,Oxidation,wet,1011.2,H2O,34.9,0.06,99,703.71,121,none,11_20,none,False,False,False,False,False,False,False,7.108181818181818,-3.7100000000000364,0,0.11076611688544376,1.929361157524263,1.2580000000000027,1,5449.0,2005.0,2216.0,1228.0,9.052e+17,734.0
NOLSM32514718,3,Photo,0.792,17.411,15.059,20.03,199.39,90.155,499.202,3981.436,4933.485,5.042,94.228,30.113,11,21,2025-01-16,2,photo_li,50.816,I,365,527.181,106.327,2,Etching,240.0,1559.0,3656.0,5703.0,71.461,50.246,1.007,2,Implantation,1.81e+16,1.51e+17,5.61e+17,2.99e+17,6e+17,32226.526,102.699,936.0,153,2,Oxidation,wet,1099.71,H2O,29.06,0.32,110,709.38,96,none,11_21,none,False,False,False,False,False,False,False,6.4489090909090905,-9.379999999999995,0,0.09639194128771712,2.0923921599496222,0.0,0,5463.0,2047.0,2097.0,1319.0,1.0291e+18,783.0
NOLSM32514719,3,Photo,1.811,15.547,15.094,20.009,198.06,89.881,499.146,4062.65,5012.71,5.006,88.492,30.158,11,22,2025-01-16,3,photo_li,47.376,I,365,510.537,109.484,1,Etching,319.0,1534.0,3652.0,5714.0,70.676,51.643,1.066,1,Implantation,1.26e+16,8.18e+16,1.02e+18,3.02e+17,6e+17,32025.65,105.252,924.0,157,2,Oxidation,dry,1165.87,O2,33.4,0.17,110,702.86,89,none,11_22,none,False,False,False,False,False,False,False,6.389636363636364,-2.8600000000000136,0,0.09279640848753372,2.3109591354272205,0.0,0,5395.0,2062.0,2118.0,1215.0,1.4164e+18,767.0
NOLSM32514720,1,Photo,1.812,15.358,14.875,19.845,199.765,89.871,501.446,3999.182,5045.449,5.175,90.966,29.866,11,23,2025-01-16,1,photo_li,18.079,I,365,545.481,108.787,1,Etching,589.0,1507.0,3674.0,5703.0,70.527,51.108,1.061,1,Implantation,1.3e+16,1.76e+17,6.91e+17,3e+17,6e+17,31834.983,101.301,919.0,152,3,Oxidation,wet,911.0,H2O,30.53,0.23,74,697.98,110,none,11_23,none,False,False,False,False,False,False,False,9.432162162162163,2.019999999999982,1,0.03314322588687782,6.017312904474805,6.920999999999999,1,5114.0,2029.0,2167.0,918.0,1.18e+18,767.0
NOLSM32514721,1,Photo,1.321,15.944,15.086,20.133,199.703,89.963,499.077,4127.836,4946.547,5.048,93.477,29.949,11,24,2025-01-16,3,photo_li,40.971,H,405,513.264,107.55,3,Etching,363.0,1454.0,3645.0,5721.0,72.451,51.075,1.115,3,Implantation,1.11e+16,1.32e+17,6.29e+17,3.01e+17,6e+17,33675.593,103.114,911.0,157,3,Oxidation,dry,1076.59,O2,35.54,0.27,132,710.1,118,none,11_24,none,False,False,False,False,False,False,False,5.379545454545455,-10.100000000000023,0,0.07982441784344897,2.625027458446218,0.0,0,5358.0,2076.0,2191.0,1091.0,1.0731e+18,754.0
NOLSM32514722,2,Photo,1.268,14.514,14.833,19.987,199.463,90.047,499.968,4005.799,4910.558,5.119,91.6,29.964,11,25,2025-01-16,1,photo_li,33.974,G,436,507.683,108.157,3,Etching,315.0,1507.0,3711.0,5706.0,69.971,49.948,0.94,3,Implantation,1.53e+16,1.23e+17,2.97e+17,3.02e+17,6e+17,31139.277,104.762,915.0,153,3,Oxidation,wet,1016.55,H2O,34.37,0.13,212,704.77,187,none,11_25,none,False,False,False,False,False,False,False,3.32438679245283,-4.769999999999982,0,0.06691971170986619,3.1835226938246897,0.0,0,5391.0,1995.0,2204.0,1192.0,7.373e+17,762.0
NOLSM32514723,2,Photo,1.79,15.636,15.11,19.874,196.369,89.894,500.6,4021.783,5007.964,4.999,92.422,29.993,11,26,2025-01-16,2,photo_li,45.742,I,365,550.357,108.195,2,Etching,573.0,1365.0,3651.0,5719.0,70.326,50.885,1.144,2,Implantation,1.62e+16,9.05e+16,3.45e+17,2.99e+17,6e+17,31366.567,103.246,875.0,152,3,Oxidation,dry,1148.31,O2,32.94,0.14,14,725.22,117,none,11_26,none,False,False,False,False,False,False,False,51.80142857142857,-25.220000000000027,0,0.08311332462383507,2.365331642691618,0.0,0,5146.0,2068.0,2286.0,792.0,7.507e+17,723.0
NOLSM32514724,2,Photo,1.81,19.637,14.984,20.058,203.899,89.97,501.042,3976.328,4948.049,5.015,91.665,29.962,11,27,2025-01-16,3,photo_li,55.432,H,405,513.644,109.193,1,Etching,422.0,1512.0,3624.0,5741.0,70.866,51.283,1.005,1,Implantation,1.83e+16,-2.77e+16,1.05e+18,3e+17,6e+17,31408.539,102.92,902.0,156,3,Oxidation,dry,1260.34,O2,34.9,0.18,98,698.25,76,none,11_27,none,False,False,False,False,False,True,True,7.125,1.75,1,0.10791910350359393,1.9698549574253137,0.43200000000000216,1,5319.0,2117.0,2112.0,1090.0,1.3406e+18,746.0
NOLSM32514725,2,Photo,0.817,14.047,15.056,19.976,203.648,89.975,503.699,4074.351,5092.759,5.109,94.059,29.976,31,1,2025-01-16,2,photo_li,26.246,I,365,462.028,106.96,2,Etching,246.0,1392.0,3640.0,5710.0,71.834,50.744,1.003,2,Implantation,1.46e+16,8020000000000000.0,7.3e+17,2.98e+17,6e+17,32341.844,102.059,913.0,153,2,Oxidation,wet,1276.94,H2O,44.61,0.31,21,717.33,18,none,31_1,none,False,False,False,False,False,False,False,34.15857142857143,-17.33000000000004,0,0.05680608101673491,4.075287662881963,0.0,0,5464.0,2070.0,2248.0,1146.0,1.05062e+18,760.0
NOLSM32514726,2,Photo,0.699,11.27,14.83,20.124,204.154,89.879,504.168,4081.809,5102.692,5.103,93.703,30.003,31,2,2025-01-16,3,photo_li,32.744,I,365,472.88,106.52,1,Etching,150.0,1427.0,3641.0,5711.0,70.598,50.996,1.246,1,Implantation,2.06e+16,1.67e+17,1.01e+18,2.98e+17,6e+17,32566.251,101.88,912.0,153,2,Oxidation,wet,1267.74,H2O,44.65,0.17,20,707.83,126,none,31_2,none,False,False,False,False,False,False,False,35.3915,-7.830000000000041,0,0.06924378277787177,3.253115074517469,0.0,0,5561.0,2070.0,2214.0,1277.0,1.4956e+18,759.0
NOLSM32514727,3,Photo,0.907,13.782,15.105,20.07,203.707,90.106,503.614,4073.867,5092.156,5.102,93.481,30.02,31,3,2025-01-16,1,photo_li,28.367,I,365,467.236,106.478,1,Etching,232.0,1410.0,3642.0,5699.0,71.104,50.761,1.05,1,Implantation,1.51e+16,6.7e+16,8.89e+17,3e+17,6e+17,32645.614,101.672,913.0,153,2,Oxidation,wet,1276.33,H2O,44.74,0.2,17,711.17,96,none,31_3,none,False,False,False,False,False,False,False,41.8335294117647,-11.169999999999959,0,0.0607123594928473,3.7535869143723337,0.0,0,5467.0,2057.0,2232.0,1178.0,1.2711e+18,760.0
NOLSM32514728,3,Photo,1.053,14.611,14.857,19.802,203.496,90.216,503.415,4072.858,5091.018,5.051,92.904,29.973,31,4,2025-01-16,2,photo_li,23.69,I,365,474.412,104.953,2,Etching,237.0,1452.0,3640.0,5725.0,70.471,50.256,0.968,2,Implantation,1.31e+16,1.31e+17,6.2e+17,3e+17,6e+17,32461.862,100.371,899.0,151,2,Oxidation,wet,1274.44,H2O,44.8,0.27,19,704.49,114,none,31_4,none,False,False,False,False,False,False,False,37.078421052631576,-4.490000000000009,0,0.04993549910204633,4.430265934993668,1.3099999999999987,1,5488.0,2085.0,2188.0,1215.0,1.0641e+18,748.0
NOLSM32514729,3,Photo,1.187,20.84,14.824,20.18,201.852,89.907,502.19,4041.426,5051.905,4.975,93.748,29.953,31,5,2025-01-16,3,photo_li,34.822,I,365,477.302,106.556,3,Etching,124.0,1394.0,3622.0,5716.0,69.537,50.268,0.904,3,Implantation,1.92e+16,1.66e+17,9830000000000000.0,3e+17,6e+17,32642.699,100.825,912.0,151,2,Oxidation,wet,1268.24,H2O,44.7,-0.02,14,695.61,54,none,31_5,none,False,True,False,False,False,False,True,49.68642857142857,4.389999999999986,1,0.07295590632345979,3.0600195278846702,0.0,0,5592.0,2094.0,2228.0,1270.0,4.9503e+17,761.0
NOLSM32514730,1,Photo,1.005,20.733,14.949,19.912,203.448,90.012,503.428,4068.856,5086.022,5.026,93.489,29.786,31,6,2025-01-16,1,photo_li,44.555,I,365,490.611,106.583,3,Etching,263.0,1386.0,3641.0,5689.0,71.196,50.64,0.989,3,Implantation,7730000000000000.0,2.08e+16,3050000000000000.0,3.01e+17,6e+17,32152.129,101.574,913.0,153,3,Oxidation,wet,1278.17,H2O,44.63,0.18,19,712.1,84,none,31_6,none,False,False,False,False,False,False,False,37.47894736842105,-12.100000000000023,0,0.0908153302718447,2.3921669846257436,0.0,0,5426.0,2048.0,2255.0,1123.0,3.3258e+17,760.0
NOLSM32514731,1,Photo,1.17,17.53,15.077,20.081,203.434,90.053,503.412,4070.153,5087.812,5.118,93.297,30.009,31,7,2025-01-16,2,photo_li,31.682,I,365,476.267,105.991,2,Etching,150.0,1372.0,3631.0,5700.0,70.753,50.665,1.011,2,Implantation,7460000000000000.0,7.43e+16,2.06e+17,3e+17,6e+17,32326.34,101.643,908.0,152,3,Oxidation,wet,1276.29,H2O,44.66,0.17,19,705.47,30,none,31_7,none,False,False,False,False,False,False,False,37.13,-5.470000000000027,0,0.06652150999334407,3.3454643014961176,0.0,0,5550.0,2069.0,2259.0,1222.0,5.8776e+17,756.0
NOLSM32514732,1,Photo,0.367,20.473,15.118,20.097,203.133,89.946,503.257,4064.561,5080.667,5.117,93.328,30.027,31,8,2025-01-16,3,photo_li,33.577,I,365,480.387,105.928,1,Etching,174.0,1446.0,3638.0,5684.0,71.214,50.468,1.057,1,Implantation,3490000000000000.0,263000000000000.1,1239999999999.996,3.01e+17,6e+17,32037.441,101.053,908.0,152,3,Oxidation,wet,1268.67,H2O,44.67,0.11,17,710.69,48,none,31_8,none,False,False,False,False,False,False,False,41.805294117647065,-10.690000000000055,0,0.06989572990110057,3.154778568663073,0.0,0,5510.0,2046.0,2192.0,1272.0,3.0475424e+17,756.0
NOLSM32514733,2,Photo,0.626,13.468,15.012,20.059,202.699,90.089,502.825,4056.947,5071.368,5.159,93.156,29.942,31,9,2025-01-16,1,photo_li,25.694,I,365,471.948,105.4,1,Etching,140.0,1281.0,3635.0,5697.0,71.057,50.297,1.064,1,Implantation,1.51e+16,2.07e+16,52000000000000.086,3.02e+17,6e+17,32030.79,100.598,903.0,151,3,Oxidation,wet,1280.54,H2O,44.8,0.12,18,710.59,15,none,31_9,none,False,False,False,False,False,False,False,39.477222222222224,-10.590000000000032,0,0.054442438573741175,4.102125009729899,0.0,0,5557.0,2062.0,2354.0,1141.0,3.37852e+17,752.0
NOLSM32514734,2,Photo,0.371,18.747,15.046,20.047,202.529,89.972,502.469,4047.566,5059.264,4.935,93.098,29.861,31,10,2025-01-16,2,photo_li,24.84,I,365,477.778,104.816,2,Etching,119.0,1369.0,3637.0,5693.0,71.451,50.037,0.91,2,Implantation,4240000000000000.0,2.63e+16,1.8e+17,3e+17,6e+17,32173.068,100.25,906.0,150,3,Oxidation,wet,1273.76,H2O,44.6,0.17,17,713.73,9,none,31_10,none,False,False,False,False,False,False,False,41.984117647058824,-13.730000000000018,0,0.05199067349271,4.219645732689211,0.16000000000000014,1,5574.0,2056.0,2268.0,1250.0,5.1054e+17,756.0
NOLSM32514735,3,Photo,1.203,20.54,15.086,20.017,202.116,90.105,502.033,4040.597,5050.653,4.962,92.993,29.938,31,11,2025-01-16,1,photo_li,31.72,I,365,482.78,105.337,3,Etching,204.0,1428.0,3641.0,5701.0,70.468,50.116,1.146,3,Implantation,5950000000000000.0,4.86e+16,2.28e+17,3.01e+17,6e+17,32172.947,99.541,906.0,149,3,Oxidation,wet,1271.33,H2O,44.68,0.03,19,707.54,111,none,31_11,none,False,False,False,False,False,False,False,37.23894736842105,-7.539999999999964,0,0.06570280459008244,3.3208385876418665,0.0,0,5497.0,2060.0,2213.0,1224.0,5.8355e+17,757.0
NOLSM32514736,3,Photo,1.079,20.27,15.069,19.923,202.478,90.104,502.323,4048.413,5060.332,5.019,92.655,29.861,31,12,2025-01-16,3,photo_li,33.946,I,365,493.08,104.982,1,Etching,236.0,1372.0,3642.0,5692.0,70.604,50.099,0.994,1,Implantation,1.14e+16,1.1e+17,1.13e+17,3.01e+17,6e+17,32187.732,100.161,902.0,150,3,Oxidation,wet,1273.77,H2O,44.77,0.31,19,705.93,129,none,31_12,none,False,False,False,False,False,False,False,37.15421052631579,-5.92999999999995,0,0.0688448122008599,3.0926176869145117,0.0,0,5456.0,2050.0,2270.0,1136.0,5.354e+17,752.0
NOLSM32514737,1,Photo,0.961,19.898,15.103,20.172,201.657,89.942,501.798,4032.683,5040.805,5.122,92.549,29.902,31,13,2025-01-16,1,photo_li,35.105,I,365,485.463,105.7,1,Etching,151.0,1369.0,3638.0,5705.0,71.073,49.856,1.111,1,Implantation,1.59e+16,1.59e+17,260999999999999.88,2.99e+17,6e+17,32191.885,99.504,902.0,150,1,Oxidation,wet,1270.64,H2O,44.66,0.24,18,710.52,45,none,31_13,none,False,False,False,False,False,False,False,39.47333333333333,-10.519999999999982,0,0.07231241103853434,3.0109670987038886,0.0,0,5554.0,2067.0,2269.0,1218.0,4.74161e+17,752.0
NOLSM32514738,1,Photo,0.591,20.453,15.028,19.914,201.248,89.91,501.447,4026.756,5033.401,5.178,91.907,29.991,31,14,2025-01-16,2,photo_li,30.916,I,365,487.324,104.877,2,Etching,207.0,1402.0,3633.0,5683.0,70.386,50.019,1.125,2,Implantation,6790000000000000.0,5.74e+16,4.03e+17,3.01e+17,6e+17,32188.528,99.901,902.0,150,1,Oxidation,wet,1271.74,H2O,44.76,0.12,21,703.52,66,none,31_14,none,False,False,False,False,False,False,False,33.50095238095238,-3.519999999999982,0,0.06344033948666596,3.392321128218398,0.0,0,5476.0,2050.0,2231.0,1195.0,7.6819e+17,752.0
NOLSM32514739,1,Photo,0.918,11.434,15.256,20.031,200.845,89.847,500.739,4014.143,5017.942,4.959,92.266,30.186,31,15,2025-01-16,3,photo_li,28.548,I,365,471.582,105.753,3,Etching,212.0,1427.0,3630.0,5700.0,69.986,49.892,1.06,3,Implantation,1.93e+16,1.93e+17,6.53e+17,3e+17,6e+17,32183.74,99.785,896.0,150,1,Oxidation,wet,1266.58,H2O,44.92,0.41,20,699.22,66,none,31_15,none,False,False,False,False,False,False,False,34.961,0.7799999999999727,1,0.060536661704645216,3.7043926019335855,0.0,0,5488.0,2070.0,2203.0,1215.0,1.1653e+18,746.0
NOLSM32514740,2,Photo,0.816,16.95,15.143,19.964,201.37,90.28,501.348,4024.566,5030.807,5.01,91.955,29.802,31,16,2025-01-16,1,photo_li,27.421,I,365,480.001,104.768,3,Etching,218.0,1343.0,3650.0,5699.0,71.114,50.157,1.0,3,Implantation,7620000000000000.0,3.73e+16,2.32e+16,3.01e+17,6e+17,32180.99,100.509,885.0,151,1,Oxidation,wet,1272.89,H2O,44.57,0.14,21,711.66,111,none,31_16,none,False,False,False,False,False,False,False,33.888571428571424,-11.659999999999968,0,0.05712696431882434,3.820721344954597,0.0,0,5481.0,2049.0,2307.0,1125.0,3.6912e+17,734.0
NOLSM32514741,2,Photo,0.624,15.31,14.955,19.959,200.228,89.928,500.319,4006.599,5007.835,4.909,92.061,30.051,31,17,2025-01-16,3,photo_li,26.308,I,365,469.252,105.397,1,Etching,177.0,1343.0,3632.0,5693.0,70.201,50.071,1.123,1,Implantation,1.1e+16,1.08e+17,1.06e+17,3.01e+17,6e+17,32264.126,99.746,889.0,150,1,Oxidation,wet,1271.26,H2O,44.87,-0.02,20,701.23,39,none,31_17,none,False,True,False,False,False,False,True,35.0615,-1.2300000000000182,0,0.056063692855864225,4.006271856469515,0.0,0,5516.0,2061.0,2289.0,1166.0,5.26e+17,739.0
NOLSM32514742,3,Photo,0.615,20.506,15.052,20.171,200.947,89.995,500.725,4015.644,5019.515,5.109,92.129,30.052,31,18,2025-01-16,1,photo_li,33.168,I,365,483.238,105.478,1,Etching,221.0,1417.0,3645.0,5736.0,71.334,50.11,1.19,1,Implantation,2800000000000000.0,2.74e+16,1.08e+17,3e+17,6e+17,32264.331,100.15,886.0,150,1,Oxidation,wet,1268.52,H2O,44.89,0.26,21,712.79,51,none,31_18,none,False,False,False,False,False,False,False,33.94238095238095,-12.789999999999964,0,0.06863698632971744,3.1801133622768933,0.0,0,5515.0,2091.0,2228.0,1196.0,4.382e+17,736.0
